input_id,cluster_id,source,theme,paper_theme_consensus,is_paper_theme_consensus,is_outside_ontology_consensus
0fb884b7b2146e042efaac5d,sharechat_chatgpt:6c53dccd90a2a948be27aa9bbbb7b986,sharechat_chatgpt,persecutory,,False,False
c866bd4b272c8d56f537a8d8,sharechat_grok:3b280d606a88f8e9be1e1804f29c0d83,sharechat_grok,nihilistic,outside-ontology,False,True
0ba03707e9de69726bda9fec,sharechat_chatgpt:4e9e3352f7252e769408f62bdbd2c2bb,sharechat_chatgpt,mixed,,False,False
6105ef140128479db7476fb8,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
41033575792271b24ab2f232,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
b16579f6b8de2272bcc7a4df,wildchat_full:d053c799156e7dc68e66cabcb364fc57,wildchat_full,bizarre,outside-ontology,False,True
90a1194b87048ed48238e3ed,sharechat_chatgpt:https://chatgpt.com/share/6817a6f9-32a8-800d-a310-bf449d7509ef,sharechat_chatgpt,persecutory,outside-ontology,False,True
b5016a41762d917a07396df2,wildchat_full:9ed566466a864b1cbffde37ee8b691df,wildchat_full,grandiose,,False,False
de8f61e04f45b0d97d73136e,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,sharechat_chatgpt,persecutory,spiritual-messianic,True,False
81a1e8b3168cd7135f85a3b3,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
067a0632ba395de33ce33f4d,sharechat_chatgpt:https://chatgpt.com/share/682242a9-a654-800a-8235-d9c8606d56b9,sharechat_chatgpt,persecutory,,False,False
d6342055a433bf1c34bab8de,sharechat_chatgpt:https://chatgpt.com/share/683f3e93-6cf0-8000-8eec-e6ac574b3d8d,sharechat_chatgpt,religious_or_spiritual,sentient-ai,False,False
0ddb256730eee81b521a29dd,sharechat_grok:https://grok.com/share/bGVnYWN5_af112fa8-f4c6-4319-93ce-c6c82a0da951,sharechat_grok,grandiose,outside-ontology,False,True
55e57fc94d96e10583e3bef6,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,sharechat_chatgpt,persecutory,,False,False
7db70d26c4ff11fa8fa478e2,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
635bf327cda74ebb370c417f,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
6f3294251959b29bca8cb2ad,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,sharechat_chatgpt,grandiose,outside-ontology,False,True
8b7855556f564e09d250486d,wildchat_full:2137df3d391f90625396753cfeeda802,wildchat_full,grandiose,,False,False
4baaf213ef361df88c4a3820,sharechat_chatgpt:https://chatgpt.com/share/681d7e91-f078-8006-b91b-2891ee8fbb8f,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
f8a4f9f98a50573adaf81b3f,sharechat_chatgpt:https://chatgpt.com/share/67eda3d5-2d74-8010-b446-ce4816e28305,sharechat_chatgpt,persecutory,outside-ontology,False,True
7502d083a43a714678ba3273,sharechat_chatgpt:https://chatgpt.com/share/6876a07b-2508-8003-8843-cca611b13efe,sharechat_chatgpt,persecutory,outside-ontology,False,True
451f0576b529d3cb4b153c47,sharechat_chatgpt:https://chatgpt.com/share/682b2ee0-1b8c-8000-bd36-a510571372f5,sharechat_chatgpt,persecutory,outside-ontology,False,True
c5ebec0363587e13b5a1e3e0,sharechat_chatgpt:https://chatgpt.com/share/678e05af-2b80-8003-8aba-2a5031e1f24f,sharechat_chatgpt,somatic,outside-ontology,False,True
8df114c8ae9c2e1913a5a013,wildchat_full:8d756fd6da1490140d852237a5dfe225,wildchat_full,bizarre,outside-ontology,False,True
18bc72aeef38e3ff83443f9c,sharechat_grok:https://grok.com/share/bGVnYWN5_7e401c74-9b50-4353-bfe3-f8d0e803ddea,sharechat_grok,grandiose,,False,False
fbdf4fad475793680a95b8ca,sharechat_chatgpt:https://chatgpt.com/share/68256737-2368-8010-83fa-00a4ac325bca,sharechat_chatgpt,somatic,outside-ontology,False,True
fdd9b4f9a8310caafd58abbc,sharechat_chatgpt:https://chatgpt.com/share/67f6970b-657c-8005-8af1-e0ef957b6087,sharechat_chatgpt,bizarre,outside-ontology,False,True
6897f8924fbe6e5b56df4e3b,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,,False,False
7c0ec388a93c6d653a603807,sharechat_chatgpt:a004f05cce6e8bf83831ffd60f67b1f0,sharechat_chatgpt,bizarre,outside-ontology,False,True
27d74e8827ea6cf6731ddfd7,sharechat_chatgpt:https://chatgpt.com/share/682d1caf-0204-8004-a1ef-267720579ad6,sharechat_chatgpt,persecutory,outside-ontology,False,True
f09cbcc782fd7782c27b9d22,sharechat_chatgpt:https://chatgpt.com/share/33e03673-081f-4d75-a8ab-a76dfdfbcb4a,sharechat_chatgpt,thought_broadcasting,outside-ontology,False,True
cef7afaa5690a23e32a30004,sharechat_chatgpt:692cccc2719ed8b9a85763c52e3c27eb,sharechat_chatgpt,bizarre,outside-ontology,False,True
c29c4d99eefc724c1904f423,sharechat_chatgpt:https://chatgpt.com/share/1d0cf78f-70d3-4d21-a4d3-21a48902c4e6,sharechat_chatgpt,persecutory,outside-ontology,False,True
8b1d82bf92852e56234e2b49,wildchat_full:c6647d4373f9be96236556cc62861134,wildchat_full,bizarre,outside-ontology,False,True
2a82b7e7128b65455739a373,sharechat_chatgpt:https://chatgpt.com/share/6876a07b-2508-8003-8843-cca611b13efe,sharechat_chatgpt,persecutory,outside-ontology,False,True
3c6f7d2e79c008327ad60932,sharechat_chatgpt:https://chatgpt.com/share/68603bca-8d44-8012-815a-d656c6fc9ae0,sharechat_chatgpt,persecutory,outside-ontology,False,True
90c2118a8219f7c70c99b2b4,sharechat_grok:https://grok.com/share/bGVnYWN5_8061feb6-0782-4cf1-95e2-2345b0fbbc7a,sharechat_grok,persecutory,outside-ontology,False,True
08167fdb66dca6d22107c5e9,sharechat_chatgpt:https://chatgpt.com/share/687cd2c6-26cc-8004-acbf-65739ed2c337,sharechat_chatgpt,persecutory,outside-ontology,False,True
1c394557da046bd643a16885,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,sharechat_chatgpt,referential,spiritual-messianic,True,False
6dc65b479623e187619be503,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,mixed,outside-ontology,False,True
7be9bd088055bdbaddd5d10d,sharechat_chatgpt:https://chatgpt.com/share/686e8f7d-a518-800a-97e7-966512f5be2f,sharechat_chatgpt,grandiose,,False,False
2f6666417a284f0e3740acf0,sharechat_chatgpt:https://chatgpt.com/share/6810ecbe-d724-8001-b0cc-95dc3709d1f2,sharechat_chatgpt,grandiose,,False,False
0c4e55a5e3819f6b210dfc1e,sharechat_chatgpt:https://chatgpt.com/share/680e7470-27b8-8008-8a7f-04cab7ee3664,sharechat_chatgpt,persecutory,,False,False
73663fe4f5d7f7dc33635611,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,,False,False
b808fc708370b535580d7a9b,sharechat_chatgpt:fd9e1d635bb7acb2cd38286ebd88beb8,sharechat_chatgpt,bizarre,,False,False
ccf82c43cb078ac1583ac11f,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,referential,outside-ontology,False,True
ceb9768daa6351e3e98747bf,sharechat_chatgpt:https://chatgpt.com/share/6774330c-0a50-800c-b7c9-4c1e83f18fcb,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
c3b98f60fb844b1f42b870ed,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,grandiose,outside-ontology,False,True
a3e70190aae5908787e53581,sharechat_chatgpt:https://chatgpt.com/share/6791b6b4-9570-800f-93a1-43781860969f,sharechat_chatgpt,persecutory,outside-ontology,False,True
9d95e6bae6e48ab2ed476620,sharechat_chatgpt:https://chatgpt.com/share/682a9354-cb30-800a-9915-255c5dfea92e,sharechat_chatgpt,religious_or_spiritual,spiritual-messianic,True,False
0e7862cbbd762c0aa402343b,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,outside-ontology,False,True
56dfdef6650e042d10b90052,sharechat_claude:c804474973def0cb3090839e3a310ad1,sharechat_claude,persecutory,outside-ontology,False,True
c14920cabfc042716e734e11,sharechat_chatgpt:https://chatgpt.com/share/67eda3d5-2d74-8010-b446-ce4816e28305,sharechat_chatgpt,persecutory,outside-ontology,False,True
6ab92602d6c16624602f074b,sharechat_chatgpt:https://chatgpt.com/share/680e6cb7-8f44-8003-be80-60466f4123da,sharechat_chatgpt,grandiose,outside-ontology,False,True
2583b569b91853f87759d70a,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,mixed,,False,False
6ecc48d3621e194114e64ad5,sharechat_chatgpt:https://chatgpt.com/share/67b6cebc-4ad4-8013-a77e-e678ca4698a5,sharechat_chatgpt,referential,,False,False
a2c47865d010ff4550fbd5a9,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,grandiose,,False,False
89bce2ab1e547c27ae1da8d4,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
f4a546a1c7fed0239c9a3e45,sharechat_chatgpt:https://chatgpt.com/share/67cc9539-bc98-8008-b38a-c014104e5b45,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
fdf28e4c651a2813c158c5d6,wildchat_full:f79497cb4f72dab8fe355cb8ae78acbb,wildchat_full,religious_or_spiritual,outside-ontology,False,True
b3c0aed1d59b8053a3652802,sharechat_chatgpt:https://chatgpt.com/share/67468a92-a950-800a-a459-e04af8c40d42,sharechat_chatgpt,grandiose,sentient-ai,True,False
b64b07d9450ba9b1472771f8,wildchat_full:aaca446f3e02e484878b27ebd2cd7a33,wildchat_full,religious_or_spiritual,spiritual-messianic,True,False
bed05b5cfb3531040447d1fa,wildchat_full:dcf3a6180137cb73c385c03c17801454,wildchat_full,persecutory,outside-ontology,False,True
821f6738c5198c8ddfef4d41,sharechat_grok:https://grok.com/share/bGVnYWN5_51818c06-a9da-4cd0-8920-afa27c04ece5,sharechat_grok,grandiose,sentient-ai,True,False
7a816174c8e9afa7fcfac598,sharechat_grok:https://grok.com/share/bGVnYWN5_7e401c74-9b50-4353-bfe3-f8d0e803ddea,sharechat_grok,mixed,outside-ontology,False,True
51e8c9abc1b30fae0ae8bab9,sharechat_chatgpt:https://chatgpt.com/share/6871b078-0cdc-8004-966c-3ad2a7db67ad,sharechat_chatgpt,bizarre,outside-ontology,False,True
4470f048f8322d1404bda5c0,sharechat_grok:https://grok.com/share/bGVnYWN5_e67066c2-99f9-4edf-ba91-3b7659f15abf,sharechat_grok,somatic,outside-ontology,False,True
4fab01b48565d8d27088b2ee,wildchat_full:fcc50165f09f85e7dbe7205a15da291a,wildchat_full,grandiose,outside-ontology,False,True
3326a588c9c7e54f0c0926f8,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,sharechat_chatgpt,bizarre,,False,False
a2c4f6cd0e9b2bf8fbda1d80,sharechat_chatgpt:https://chatgpt.com/share/67dc00e8-5b68-8012-b1d3-8935fdbc011b,sharechat_chatgpt,persecutory,outside-ontology,False,True
e9f5f8992f59bbbd29045fbe,sharechat_chatgpt:https://chatgpt.com/share/680ef61a-f4c4-800a-94c4-ffa05247ed8a,sharechat_chatgpt,grandiose,outside-ontology,False,True
2d56b2f6c89bc55fb900cc1a,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,sharechat_chatgpt,persecutory,outside-ontology,False,True
b100f1aa955033e3a40c921a,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,persecutory,sentient-ai,False,False
e4f8311ec3eea54428a1a9c0,sharechat_grok:82bc14304f88308b7e2c4f994e1aca31,sharechat_grok,grandiose,spiritual-messianic,True,False
b910b5a045eca696e4014a0e,sharechat_chatgpt:https://chatgpt.com/share/67fb3a5c-01f4-800d-945a-d53179531925,sharechat_chatgpt,persecutory,outside-ontology,False,True
1e4afdf4ac7238659d46da40,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,grandiose,outside-ontology,False,True
38ea45e5950ae2807a5f8eb8,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,sharechat_chatgpt,grandiose,sentient-ai,True,False
e130cef9fb57ffcacb793774,wildchat_full:6f3d927c3725262d836ea76a4f823c32,wildchat_full,bizarre,outside-ontology,False,True
e974b79dbd1ff59a663a1ac7,sharechat_chatgpt:https://chatgpt.com/share/68197eee-870c-8010-9ee0-1ea75646d37a,sharechat_chatgpt,persecutory,outside-ontology,False,True
483fa87abf6472c691f4954b,sharechat_chatgpt:f370286e6b0a8861ff46326aa4f9ad27,sharechat_chatgpt,unclear_or_no_delusional_theme,outside-ontology,False,True
e9d2824ed9fc5374aca32f43,sharechat_chatgpt:6452adcc11329a310c239596970a897c,sharechat_chatgpt,grandiose,,False,False
42cba5fd68af3297bdde02ff,sharechat_chatgpt:https://chatgpt.com/share/682df3b3-e24c-8001-b147-7406e752839a,sharechat_chatgpt,persecutory,,False,False
c7d847e2a91c404ea92eb8a6,sharechat_chatgpt:https://chatgpt.com/share/678e3ac1-3a54-8013-9390-aa6026663deb,sharechat_chatgpt,persecutory,outside-ontology,False,True
ec6bd666f3917c5933981305,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,grandiose,,False,False
27fb755b84ace93cce86bf94,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,sharechat_chatgpt,persecutory,outside-ontology,False,True
fbdfbdbe710a86593d2e701f,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,sharechat_chatgpt,persecutory,outside-ontology,False,True
89893c270bef903f50f0c92d,sharechat_chatgpt:https://chatgpt.com/share/682d1caf-0204-8004-a1ef-267720579ad6,sharechat_chatgpt,grandiose,,False,False
046273526f596f5428ab1766,sharechat_chatgpt:https://chatgpt.com/share/6760f425-e2e4-8012-824f-72b03623b5f0,sharechat_chatgpt,persecutory,outside-ontology,False,True
132e1af91a39c7b14c84e5b7,sharechat_chatgpt:https://chatgpt.com/share/67bc8830-1da8-800b-a578-0457febdd4dc,sharechat_chatgpt,grandiose,,False,False
4980755d4dc462ebdf6698e7,sharechat_grok:ede8a7f5592d16306dc3665e94993e46,sharechat_grok,grandiose,spiritual-messianic,True,False
b5b486c5d2dec453011b4719,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,sharechat_chatgpt,grandiose,spiritual-messianic,True,False
fb532e607f92150cdb78df2c,wildchat_full:63488d31ff4c2c55dd3b10347882e117,wildchat_full,religious_or_spiritual,spiritual-messianic,True,False
0f380ce5fdb919d520736aac,sharechat_chatgpt:https://chatgpt.com/share/6798bc56-6a30-8009-b1af-1fc02e4a707d,sharechat_chatgpt,grandiose,outside-ontology,False,True
