pair_id,conversation_hash,source,theme,n_user_turns,all_slope,prior_slope,first_to_target,target_jump,first_to_last_prior
0921c019bc3de515ed6ac751efb480ddb0907b1e37a649430c519065e1ec5c92,d1ff9efdca202c9fa772c7d08cdf36a3b7f1931297bb4926f973eebb2e223442,wildchat_full,bizarre,2,0.76416789740324,,0.7641678974032402,0.7641678974032402,
093890fdbb895654584634514de6143ebc91566748255ad2ba93bc0aeee4948a,9afbc263e99c0b780b46e0e8b6957cf2b02d4ae03eb2c5f69715a9d3e0fe14b5,wildchat_full,grandiose,4,0.2033302545547484,0.11495441198349,0.1783766150474548,0.0634222030639648,0.1149544119834899
0952be3fe23854e8a8d5da000e3e6af552b15e2be156797997c1564e31838c70,05049e5162d11ae17f03ed2467d086bfbc6cc394994fd3ce8a39635778d2c3ff,sharechat_chatgpt,grandiose,7,0.2460579009992735,0.0114589759281701,0.7843431979417801,0.7855903059244156,-0.0012471079826354
0956a35d9bac6d99aa2b55a8e2a856cd21388670b5ba5e28a41d77da84db648f,baec6092db1a000993006afcc80ecfc75524e4f161491514dee6bedc0d08dd50,sharechat_chatgpt,mixed,18,0.130955859953374,-0.0420469039795443,0.6223120391368866,0.3379454016685486,0.284366637468338
0a24e269e56bec514ca4a0c45520e7a68d46305e078d169eea86a785a06fd2a6,25b0869c60ac1cc4fb0dab231b1ceae7458346d90c068090abda3fa6e5f41987,sharechat_chatgpt,persecutory,3,0.6814952045679096,0.2176757901906967,0.6814952045679092,0.4638194143772125,0.2176757901906967
0a4ad4f76e37713e3755de0e147842441021cb9649be055954bdd5de44468db5,2fc74b8f73413ff4f97de65910db1253cc1d3a1fb4920a8a27f381d2c0bd2f3e,sharechat_chatgpt,grandiose,4,0.2260918423533437,0.0298164486885071,0.0267106294631958,-0.0031058192253112,0.029816448688507
0ac5467dfbbd168069f256b41402245a39966a2d4b76c05f0b5565c3f7fcf47f,b21a2dbfd9b5df164ab086099c32daed1706c6fe97e3764cd9807d72b443bec7,sharechat_chatgpt,religious_or_spiritual,13,0.1486638790958531,-0.0169984308572913,0.0732711553573608,0.7379155158996582,-0.6646443605422974
0ae629a97bfd624dd3cc8cf7fd3c2625fca742f9d3c94e59a990c24358af1ad0,9e722681954ac7f454a90e2a1bcecf55f08d70fd8051c6297d3a6c3361a76b61,wildchat_full,persecutory,2,0.1165559440851211,,0.1165559440851211,0.1165559440851211,
0b478848e5ed547279c61d0dffd4627f33ee090f02055993ec457f8f795a4dd0,f115c43b541d513bd54b70e5b1154a00810288ff282c3f1b0a26e29607e4e941,sharechat_chatgpt,persecutory,3,0.4422212541103366,-0.3697547130286693,0.4422212541103363,0.8119759671390057,-0.3697547130286693
0b53d74ed3dd371deb094da2097c84fe7cb811dd0e9834ba2884675fba7dc095,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,sharechat_chatgpt,mixed,5,-0.0501962661743167,-0.3535956233739858,-0.0118812322616577,0.2603588104248047,-0.2722400426864624
0b582c27cb7b661e8836e55ee450c520875c0ef361760e53a838b3c03dcc1701,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,persecutory,21,0.2535428118396119,0.1918707004615236,0.2540315985679626,0.2080047726631164,0.0460268259048461
0c0695062124ce0b19cad60a56227b6197a8c190d126ccfa096287d56e9e8e49,1072e5a3a3040b24c4ebc751858d2a9d5a7b4a1bfec2b401d384291e4e60e5f5,sharechat_chatgpt,bizarre,36,0.1271197567568035,0.1188195289423068,0.0488607883453369,0.1089155226945877,-0.0600547343492507
0c32589479c8b0419d79239d1460ef57147b881033f75a74e80564751db6f693,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,sharechat_chatgpt,bizarre,44,0.0645108125313669,0.0294763452627436,0.5791656970977783,0.0416993498802185,0.5374663472175598
0da9ddc7409cd6488b50f76228f7abe1a52a6da839fa46b6e8fd11210c76ada2,1db77dbf1c137f80c894b76a2bffe2b8c03f0c2081fde60585720a7fa587f5e9,sharechat_chatgpt,grandiose,16,0.4092665122931495,0.2688305877149107,0.6282347142696381,0.1479814052581787,0.4802533090114593
0dbbeff8519ab25746d206a9d65fe50e0064e1e34c8d72c42b8bf9cb698bee9c,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,sharechat_chatgpt,grandiose,48,0.5400029015822372,0.5178956276083246,0.0608115196228027,0.1238949298858642,-0.0630834102630615
0f45d93607abe5a3be71ccd090351364ff7c0c6095c1d8d392bfb90b09276f95,fd52ca18f1a5e57811dffd48df9ca30adf071caced05caa9ab40f8f3172224a3,sharechat_chatgpt,grandiose,1,,,0.0,,
0f907743e056b630586f7e91f1c6a01665f7ff91e9b1a193c7cd745b37fbc08f,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,persecutory,27,0.1342778111261033,0.1813706987433961,-0.1959645748138427,-0.3350148200988769,0.1390502452850341
0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4,349898502f168e220ae674d29302f6f0534bf1f6af10bd7b4c880e47342d2347,sharechat_chatgpt,mixed,22,0.2507214652219781,0.1541888017159006,0.3535037636756897,0.7060907930135727,-0.352587029337883
0ff523bddc0d28db2f16842d4fd5bfa1138d6a293dc9f5bd1cf96f8e2889405a,e5fa084e6db51116014f44ed5eb50a20d8a3676f8237ee3882ea22d01bffe172,sharechat_chatgpt,mixed,7,0.4823602214455604,0.3215081159557614,0.7570836395025253,0.2125326991081237,0.5445509403944016
106460a7cab2daf5cb6f0b466e035e713468cb93789d8268867d31bd5257b551,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,sharechat_chatgpt,persecutory,22,0.2944140426902902,0.239941398238207,0.7590160816907883,0.1975169777870178,0.5614991039037704
106b3ce9877b3e92eca105b0c2e52342abd187aa1e78f549656be3b889e69239,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,sharechat_chatgpt,grandiose,31,-0.0401836015554448,-0.1386912162145301,0.672522634267807,0.1732397079467773,0.4992829263210296
1081ae33496b12003ddda0cb0cd0576c36f496df35b329aceb00707e2e2423b5,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,persecutory,54,0.0419810215030048,0.0609275682417352,-0.1754520833492279,0.3109258562326431,-0.486377939581871
10fbc7f4d0001ec7fc06e4f17daff2f6c4696711af1d4f8a2f74c547435027d1,30d66981c4153f6325b7330f6beaa287165b96450eb9c42147c7e9e5c71c4e72,sharechat_chatgpt,grandiose,28,0.3429344891767786,0.3394721216625636,0.4497592449188232,0.1023228764533996,0.3474363684654236
11866644957f49231c4e2a17bf165159c30245fa0f1ad3ef78970fcbc3b3eebf,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,sharechat_chatgpt,mixed,30,0.1373028877762054,0.0756967693567275,0.8019920438528061,0.3814033269882202,0.4205887168645859
11cb9b78f306ee3767e14b7f39ac189239bb3cb7491d57f4f8f0b0966dcebf12,34f79dec1d354aeac25a436875f104c1324083fa9665975afb08e9c14771e3a6,sharechat_grok,bizarre,18,0.0956702940819556,-0.0094827699894996,0.5379523932933807,0.6320554912090302,-0.0941030979156494
12232bd55d9c9fb39b01971df1554ef2895f83ab2359347ba2f0d16f375bf40f,cb9eba4f44d8dd3b90a636bb71218faa12b012fcbecafb2811a9443706626aaf,wildchat_full,unclear_or_no_delusional_theme,1,,,0.0,,
14621ac13ce3d22c5ffd984c901b062e759d227b540300710da770254562a4a0,e5de3f153f28423e29ec4374b7c3904a6312caeb81e03b996125e750d34a9e4f,sharechat_chatgpt,persecutory,1,,,0.0,,
14e81fd927135731cfa0cf5058129fb54457fce182c55707169ae722f99c58ff,9733a19f7c62969d7b091b544313e8b5f53b061df9b2cac5a9984e39094ad464,sharechat_chatgpt,persecutory,5,0.1409660458564757,-0.0694345682859424,0.3292982578277588,0.3742129504680633,-0.0449146926403045
153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38,8a541f3381b75a08548e4ca01a8a4afd59d08f815355163349c886ad2fb30e25,sharechat_chatgpt,grandiose,5,-0.1066480875015259,-0.0442818045616154,-0.1941512823104858,-0.1786558032035827,-0.015495479106903
1562c7ed04e90b465bc6b2ae5885bb28501e5f3125ef0f065739ac362730f1ca,8f3e221d8598af58af7c3708c049b2e079664b29df7f557ceb655b40c5d0dcff,sharechat_chatgpt,bizarre,106,0.0851526330651332,0.0655819181603881,0.1752126216888427,-0.1667622923851013,0.3419749140739441
15c4503c64ca1e5c7630bb71645249b9cce933b774e80001dce0d7fcf42ad1b0,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,sharechat_chatgpt,thought_broadcasting,56,0.1412653652110826,0.1169629651424174,0.5984128713607788,0.1808415651321411,0.4175713062286377
17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504,5dcdb24affab47e4d5103530fbe5572c33ba31e39fc6c57392124b19a1fe3e6e,sharechat_chatgpt,bizarre,7,0.7772078109639029,0.7373942072902404,0.5854626893997192,0.0009914636611938,0.5844712257385254
17063eed1801a4b867f993e17696c5d419ea89489067a38de9231e03d7f5e15d,581d67c6d26d1a1837aa56a55e60c738d2d21972a8865a9d96fa41df6a853884,sharechat_chatgpt,mixed,25,-0.13568989276886,-0.2106659395992756,0.2328134775161743,0.1415812969207763,0.0912321805953979
17389a8a53f5024c3cafa48d4a54942096a87e73002e9de1aaec0c6d8e294d92,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,referential,40,0.1302757427459812,0.1043670704731575,0.1930403709411621,0.4713988304138183,-0.2783584594726562
175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480,3bf4c496d5d4f9d6e29afaed9bb9e405502e470751c700438e2991263348d582,sharechat_chatgpt,bizarre,3,0.204363763332367,0.1692162752151488,0.2043637633323669,0.035147488117218,0.1692162752151489
17c6218b32d6200466efd6e68a83636aeb38ba9d8d4805802b9df0aed4c79bc1,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,persecutory,91,-0.2623360111376797,-0.2861460700904056,0.1822577714920044,0.1745495796203613,0.007708191871643
181ca4ed19094c3a75b0d906288007c9608253d91ca75f247ced2ae762d300d7,1722c192edaeabf0ce69853b85215cb368e19e00538f9902d073581eec6c2cd8,sharechat_chatgpt,religious_or_spiritual,52,0.0660034052254456,0.0252351618258121,0.74720698595047,0.6932422518730164,0.0539647340774536
198f2a32a924564c93d3f853eb0b7e754901352ba04abc672a93ae93df92ab97,ac2eda6d05e36469634e6e419a9f9c8aab15c6b9b9e1224964af44bcd92f9cda,sharechat_chatgpt,mixed,16,0.3178249063408554,0.1933972671628001,0.8596855252981186,0.2090417146682739,0.6506438106298447
19ce8789df122dfd2ca7d7c68a105c6ff6eddf523eaac2fa4710a603a5ac141d,a5e10dcb4745d3c01bf2f5849bfaee327b4cdfa119dec07fa8b87febab428341,sharechat_chatgpt,grandiose,24,0.0145832262001932,-0.0563165194800366,0.4890125095844269,0.237716794013977,0.2512957155704498
1a39f9f422d29b499c3f94b4c46c444e18a48d4e38af47cacb5bef83cdb2ab27,61a6584172d0c63d6b6fab459c63c309ecc38aeaf4c161c9b964e890af5d8281,wildchat_full,unclear_or_no_delusional_theme,1,,,0.0,,
1b1f10181e31ed5fd6c34b3871f575663aa149b0d005c362d55cab4f002ec055,d8897174e019ae8a7247458d8a17886b318e16099bbf9c21e941a3a5814aa999,sharechat_gemini,bizarre,935,0.0493494694709501,0.0463297735717727,0.0579188466072082,0.0339434742927551,0.0239753723144531
1b7839002b818e5c636142952fa0f387bedb86292003c9bbea740d1880837147,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,sharechat_chatgpt,persecutory,66,0.5484167947516025,0.5351692528783025,0.090463638305664,0.0159947276115417,0.0744689106941223
1bf6fa3ccb6be1dcfbd35bbc43cc056464ae651acf3f3e99349a77d42f12ec59,7928d13bd31be57722c55655611c9193d0c939134520fad9267c331c10a5a28a,sharechat_chatgpt,persecutory,18,0.5126655203077877,0.38081682546466,0.7880941554903984,0.3239790797233581,0.4641150757670402
1c3027d8501a2ddc6cb19685642403994f0a0135ee5f7623df5662751c260f03,3f7453f3d84241e26ea411d8e0fb329a7aca5dc61407ce794e7648f6712139d0,sharechat_chatgpt,somatic,143,0.1382288440914352,0.1208597668976334,-0.0725681185722351,-0.0888444781303405,0.0162763595581054
1d02a803b93c926aeed0e38d932bf18d937d5ee04996570bb734b673d055af4f,4fe1fd74391eef54157764d18a2d2d0b7e8cdcff859032f95f5c7183f9415ae9,sharechat_chatgpt,bizarre,12,0.3963738889075242,0.1357026127251712,0.6690234839916229,0.5168803036212921,0.1521431803703308
1e03cb50153a96fa5c3368b6feedb7089f5e1988e428a9e78df66f496e0e323d,0111dcef1bb91f41053690652a7a3745976913099347fb0a8a4a4b74776c4416,sharechat_chatgpt,persecutory,21,0.1864365308315726,0.1177403260554585,0.6346259713172913,0.1576921939849853,0.4769337773323059
1ebf6b9381f46db9d4d050c8e986210425b6061f2546340e310231f053cea23a,e14c3438b1d0a07d85830df00c289a960cbaeb723da7d86090ce2cc61034c117,sharechat_grok,nihilistic,4,0.3077095091342924,0.2933707833290102,0.3622975945472717,0.0689268112182617,0.29337078332901
1f23493ea6bec12ed9177807a7de3dd00478909193590e1c63e444287458aede,54b98a8c08fda1fdcd3ce9a22fec6f12cab756f882e9c06e237b47a687f194af,sharechat_chatgpt,mixed,18,-0.085127842008022,-0.1975123408962696,-0.0483003258705139,0.123910367488861,-0.172210693359375
1ff28c97d58d1e48565bfc9d96d7d52ccd9dd469c416bc3180eabf283409d7f7,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,27,-0.0393176725696008,-0.072954714935051,0.6726360321044922,0.0596018433570861,0.613034188747406
202c6132b07d526e93ea088949461fd9c4ea99bc922b65c295458d31cc526ac7,1722c192edaeabf0ce69853b85215cb368e19e00538f9902d073581eec6c2cd8,sharechat_chatgpt,grandiose,84,0.0715672010414988,0.045268675071955,0.779849149286747,0.246279239654541,0.533569909632206
20b2193c2c4e8ffbe43815dc41b640a216115c5a5753bc1905a47009ad908971,a47b16ac9f376730a532783fccbd548565ccd8232f7528c3fbe657e4d0ffab26,wildchat_full,bizarre,4,0.1089978396892543,-0.0068095326423642,0.1300708055496215,0.136880338191986,-0.0068095326423645
2121ed9c1f4ed962700142f8a4110a67c1d75b56a265deaaa2ee0263009ec19b,e7e853c5b5a0ef42e55103c5deb6b840f1bd27cdf5e10a8a3213b321bd101c61,sharechat_chatgpt,persecutory,5,0.2116703629493712,0.003805527091026,0.1325153708457946,0.17410409450531,-0.0415887236595153
2244390ee118f74a39ea2eb3a0c7e2da0a5fe497efe2765db840adc2e889480e,9b2f6eec709801910b0181c97a0d5d4e88d30dc2c7af09de3de3bbf0d3d56852,wildchat_full,grandiose,1,,,0.0,,
22dd10bdcc4074016c2abfb5c8a653e5f4193bd56137ce95c4ba96cf3e3ccd7c,e4db54ccc98263601152b06f91c1ee13916ef3bed9729fc086db0f611b5a2c9b,sharechat_chatgpt,persecutory,10,0.3670783630826258,0.1992775658766428,0.4502047896385193,0.2170774936676025,0.2331272959709167
230c6a3a9c0f776dcebb42cf805a7a6c0a7e379d77cc14199ab5bb7b1b69a9c7,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,sharechat_chatgpt,grandiose,35,0.0241283765860964,-0.0559193156722209,0.0446872115135192,-0.0088483691215515,0.0535355806350708
233b417307a1a80cb598258968be28d64e402090c56702a8291fe3fab403ec37,b52ee2e5f375534b946fda38c9a5a287f32c380fc35f8f6aee96ed7825a4bb1d,sharechat_chatgpt,persecutory,11,0.0290742733261803,-0.0612045630812641,0.0652951598167419,0.3739448189735412,-0.3086496591567993
2347dcfb494743eb080716994299ac1a9240cb97bee4626a164f314f578a8052,1174776ef7eb752e50b79c84ad308982625be79ccada4b7bc676bb27473262f1,sharechat_chatgpt,religious_or_spiritual,1,,,0.0,,
2487f04d3ff712f9411e069a14a68fe1fd7ce4ca1b5aa8c7f8e1a1dfc2104828,d561055023729ed460963d76b6ee6293a9d18df80e4275f09597615b1539a986,sharechat_grok,grandiose,5,0.3545774698257442,0.3224908053874967,0.4176172614097595,0.0392326712608337,0.3783845901489258
24dde79ccae2fc6ffb6b08b3b21f0c96aeb6835e854f72a709bce1a5295a1ae1,1aab3d95b86c4317044ce9ccce194d3b8400ffc2ee5c54bc61d03862c44f04b9,sharechat_chatgpt,persecutory,11,0.1415053470568227,0.0901523920622743,-0.0056575536727905,0.0891157388687133,-0.0947732925415039
25ce6a65e54d5511659f36ba9832ba01b0dbc14de4fe1d26f33583e464685661,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,persecutory,41,0.1674223282611326,0.13027573892983,0.292246401309967,0.0992060303688049,0.1930403709411621
2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,persecutory,15,0.1306051999330523,-0.0065214872360231,0.2845094799995422,0.6210299730300903,-0.3365204930305481
26583edf81415578597a34df8b9427ded25908cf3f1d0df48e69543a7115a6fd,c36d4140d640f795f2557ade6b506a4c0bce6c3c99616c73aea1cee4f4713004,sharechat_chatgpt,grandiose,36,0.0993308436360448,0.0241283753088541,0.0683119297027587,0.0236247181892395,0.0446872115135192
27f2626165bff2ab68d7c0190a6494410fcc1627756848116d76d676af07d675,bc69d253bc189568ad14c553792a8f1cb0df1bb046f3e064693a669ec0459ad9,sharechat_chatgpt,grandiose,1,,,0.0,,
290ba92b439354d9ced08f5d50c3dce459eea9e1f690732244977d659ebedfd3,7928d13bd31be57722c55655611c9193d0c939134520fad9267c331c10a5a28a,sharechat_chatgpt,persecutory,19,0.6224000661388824,0.5126655229220265,0.8101196810603142,0.0220255255699157,0.7880941554903984
292ff69af6f3c77016282a7bb435a17fc73be536ee7705e2173ba628c6ef5858,2f2e50fd67080be8be849bed1fc7963546a74337aafcb63387829c8f1c98de17,sharechat_chatgpt,persecutory,4,0.3296595543622969,-0.2813708037137984,0.3662883937358856,0.6476591974496841,-0.2813708037137985
295dce3bbe2ca7d4da65f2449f4d8acd9195c632c26a68672b7c2e6f0e7c2035,a600c105b88655641163f9126c7228205e0072b52ba1b9862fb691b9c1be2aba,sharechat_chatgpt,somatic,20,0.0684374070593288,-0.0514912993500107,0.3053304553031921,0.5842340588569641,-0.278903603553772
2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,071c12708e3e230f59fe46e0d10ae96fd8cc5b06494bea123d2a44ebfb2e7ee6,sharechat_grok,grandiose,13,0.9825234544146192,0.968820148362563,0.7205096930265427,-0.0237700939178466,0.7442797869443893
2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,dfce00272bb2d37fd213439c255fb2eb295f071167faf3b4587783de023d88a2,sharechat_chatgpt,somatic,14,0.5003455116280487,0.4387583974953536,0.571837205439806,0.17557954788208,0.3962576575577259
2c7c0e8ba75d379bb26dd580e7c80b6784ac40c6875ced07c09444dcf55d5f9f,034d612911b6e9e81d5c939d7689f92a99078634a66f31ac85673f395101f8b5,sharechat_chatgpt,bizarre,1,,,0.0,,
2c90115a32abbbe485fa2e62bd0519b3749c8619c019c21c60f806a7cccd259b,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,persecutory,17,-0.2117121824446845,-0.3095243738635493,0.7064577341079712,0.8991853520274162,-0.192727617919445
2cbccc6a7d93b2de93f845f1a1b1cd1e3cf2caf16ce1734f58e3f008f22cfa84,e5eb013ee138db005abb9a6899a5621813343eda6102ba741f545e17457ca497,sharechat_chatgpt,bizarre,9,0.2983498652776081,0.2077095384399094,0.2787284851074219,0.3251102119684219,-0.046381726861
2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,349898502f168e220ae674d29302f6f0534bf1f6af10bd7b4c880e47342d2347,sharechat_chatgpt,persecutory,26,0.2989976316945164,0.2681168482853817,0.1824849247932434,0.1072994470596313,0.075185477733612
2f8cb19fe870dca45955b9b8a3f32501547852deb8a3a9eff5d41ca4a968e0a2,1a6c17104326a874765177a3ce338a923417e6e08471cc2f6ad768ca2d881932,sharechat_chatgpt,thought_broadcasting,26,-0.0339725667403808,-0.1087598089759168,0.6013686060905457,0.7291610836982727,-0.127792477607727
30a66062f55ec49834483e6f28dd9625aecdc0f38a5f5ad0dc39f70409807a4c,cd0638425acd9adbfb419867f84ac181bd8296e6050ab18a16ea5201203eee42,sharechat_chatgpt,persecutory,2,-0.3612149953842163,,-0.3612149953842163,-0.3612149953842163,
30cb3730da3b08d5dac9b38c36a7c6e21cef977e2a621546f93f1e3e8e76454a,16426e6c34c06722bb335a35b6afe2700c1abd392463a740cdac731d64bf79e5,wildchat_full,bizarre,1,,,0.0,,
3143b13906a10340dbbde4fc0fd4b75a0580275486f1f3e1a378305405a78915,7928d13bd31be57722c55655611c9193d0c939134520fad9267c331c10a5a28a,sharechat_chatgpt,persecutory,23,0.5378412997107143,0.5025977195339948,0.6073030158877373,0.6554177179932594,-0.0481147021055221
3309341a5515c8e943371b2672633d7826cca8827ae2cd99689c7c2a6658e221,7852f46ba96a6d59113e9921c4277bd13296b46ace2d47f81a1fa47b115cc0a0,sharechat_chatgpt,persecutory,1,,,0.0,,
334ace206b048c36154f918ff9182ba9f6b8e955462a7b3407deec8ac90374a7,4ee34adbb1f91d2e10c467a7aea5f88abd38ac0d7c56ab223d1669bdc3dbc8c1,sharechat_grok,persecutory,3,0.0114654898643493,-0.1073217391967773,0.0114654898643493,0.1187872290611267,-0.1073217391967773
33520eb141b8ee9a856601d4fa5eff5cddad59e810e1a523ca7fea09f87589e5,298f74b8f66e93e4ceb404f77b49c0a75ccb410ef00247d08f00bccda94c0072,sharechat_chatgpt,persecutory,24,0.25588792771101,0.2380071269429249,-0.0097025036811828,0.4529686868190765,-0.4626711905002594
3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,a8d4d4f5780f0dbb1528d2f466dfde3a9b0aeca9e2412c7922ee7c287ee5a4bd,sharechat_chatgpt,referential,48,0.174291200080544,0.1365547590354023,0.6314658522605896,0.2400826811790466,0.3913831710815429
33a8cb3e9b6bf92df57fb9957077a09726955d8634e443e73c54f3c871916e98,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,mixed,40,-0.1582194110242329,-0.1872853565101444,0.6461798846721649,-0.0182764530181884,0.6644563376903534
3712f79723e304731fee152116960e6d95e0e531554075ee7d13c8dd591b34ea,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,referential,36,0.1288868519099986,0.0968092657270887,0.2063576579093933,0.4514003098011017,-0.2450426518917083
374242da485f634b850e07093abf8a30c500ebaef978704bcdfc100cc067a3b1,afacdb7fd58b7d11d10490c4cb007ee196d32597bc28263232265ae77bef39bb,sharechat_chatgpt,religious_or_spiritual,3,0.2402836084365846,-0.0476515293121338,0.2402836084365844,0.2879351377487182,-0.0476515293121337
376fba3ba7eb0a812b05b6b0c88c18b40af01dfb0a69c3ba57c0dd91baddc0b3,95f7cb2720375af9c7c7b952c3d2cc6a5fd75c356437645fee02b85ec55707d9,sharechat_chatgpt,grandiose,26,0.1813706949225856,0.1551817252085757,0.1390502452850341,0.4617613554000854,-0.3227111101150512
38095b3dbcf7b7e1b081143c84e2ec613bace0056cdc8865e828e7d1dd2c83a3,fdc0773d1ef5051fd0c774874ea4428752af60e06a596ed2bb07e752d6ab96f1,sharechat_chatgpt,persecutory,11,0.2281516763296994,0.1456148824908519,0.2145332098007202,-0.0887265801429748,0.303259789943695
385e8a060df3c0ca5ea553256926522682dd95aaec91d7eea5329f63a7e49e0a,5f0c82050a9563939f91aa178b97b9e6bd6f35a44f390cede7748d229898c8cf,sharechat_chatgpt,religious_or_spiritual,11,0.0432735512202439,-0.0658306636593555,0.2837487459182739,-0.0238466262817382,0.3075953722000122
