pair_id,conversation_hash,source,theme,message_index,user_turn_index,n_user_turns,is_target,fold,score,text_chars
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,12,6,23,False,0,0.1433703005313873,116
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,14,7,23,False,0,0.2603113055229187,197
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,16,8,23,False,0,0.2130599617958068,344
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,18,9,23,False,0,0.2716769278049469,103
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,20,10,23,False,0,0.2854727506637573,1061
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,22,11,23,False,0,0.6892030835151672,138
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,24,12,23,False,0,0.8879414200782776,563
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,26,13,23,False,0,0.5121485590934753,256
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,28,14,23,False,0,0.8361263871192932,1090
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,30,15,23,False,0,0.2063818871974945,114
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,32,16,23,False,0,0.5740062594413757,625
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,34,17,23,False,0,0.1442877054214477,339
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,36,18,23,False,0,0.0828489363193512,31
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,38,19,23,False,0,0.3865391612052917,342
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,40,20,23,False,0,0.2379822582006454,233
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,42,21,23,False,0,0.888897716999054,1465
a114334a82387134c09a654519a6a27f712f0dc7e1b14d743278b72eac0df073,dac630273f76c21e9ff9cea1246dba756732e0a818b0d8fbcc92caf59382ad1e,wildchat_full,unclear_or_no_delusional_theme,44,22,23,True,0,0.9526720643043518,1255
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,0,0,5,False,0,0.7486834526062012,140
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,1,1,5,False,0,0.4294732809066772,109
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,2,2,5,False,0,0.2714211642742157,66
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,3,3,5,False,0,0.8042474389076233,102
d7afc53a838e7c0f7967d585f7ec15566d14cd79f3fecaa6782ca6bee4d11c5d,ce22b82f0f62f36666a2ccf45e4a81881d79abde7c39ef7ce763c6d75e2318b4,sharechat_chatgpt,bizarre,4,4,5,True,0,0.7289162278175354,272
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,0,0,29,False,2,0.2585355043411255,66
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,1,1,29,False,2,0.9525367021560668,211
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,2,2,29,False,2,0.8982509970664978,185
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,3,3,29,False,2,0.8167234063148499,289
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,4,4,29,False,2,0.9771674275398254,761
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,5,5,29,False,2,0.8675743937492371,205
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,6,6,29,False,2,0.9794325828552246,546
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,7,7,29,False,2,0.9725655913352966,6013
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,8,8,29,False,2,0.8765321969985962,621
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,9,9,29,False,2,0.9182410836219788,1063
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,10,10,29,False,2,0.7421914339065552,141
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,11,11,29,False,2,0.8996257781982422,467
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,12,12,29,False,2,0.9758331179618835,1487
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,13,13,29,False,2,0.9586483240127563,1919
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,14,14,29,False,2,0.0457750782370567,62
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,15,15,29,False,2,0.0658078864216804,43
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,16,16,29,False,2,0.9649932384490968,1091
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,17,17,29,False,2,0.973052740097046,1271
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,18,18,29,False,2,0.9084937572479248,767
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,19,19,29,False,2,0.9574602246284484,1543
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,20,20,29,False,2,0.9383752346038818,887
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,21,21,29,False,2,0.9401943683624268,355
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,22,22,29,False,2,0.8653368353843689,273
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,23,23,29,False,2,0.8904414176940918,842
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,24,24,29,False,2,0.1134260296821594,32
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,25,25,29,False,2,0.8715696930885315,519
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,26,26,29,False,2,0.9311715364456176,1469
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,27,27,29,False,2,0.9124780893325806,887
602fa7d7eb9e5eebce9453eeef1fd1e48af08fee205058e04bb6e213fe9c542f,e79e8dabd2354b2ac3260f577beb91ac83905be9a1c4fd77c6637901a1d0fd82,sharechat_chatgpt,grandiose,28,28,29,True,2,0.937925100326538,1071
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,0,0,19,False,4,0.2218827158212661,45
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,1,1,19,False,4,0.1618823558092117,37
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,2,2,19,False,4,0.4763678312301636,209
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,3,3,19,False,4,0.7350017428398132,114
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,4,4,19,False,4,0.7242324948310852,182
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,5,5,19,False,4,0.7242324948310852,182
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,6,6,19,False,4,0.7626363039016724,297
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,7,7,19,False,4,0.9531925320625304,360
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,8,8,19,False,4,0.8090572357177734,52
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,9,9,19,False,4,0.9424356818199158,218
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,10,10,19,False,4,0.626124382019043,183
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,11,11,19,False,4,0.5583627223968506,207
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,12,12,19,False,4,0.8680546879768372,396
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,13,13,19,False,4,0.7402873635292053,247
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,14,14,19,False,4,0.1732287853956222,109
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,15,15,19,False,4,0.8317815065383911,509
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,16,16,19,False,4,0.4895721971988678,314
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,17,17,19,False,4,0.1382987648248672,80
a5d3c6218e42d3e42f16c0e7dc75191f81841bd3611e70f0030d3eeca67395b4,1dbbc24486d8731448509fee86c63c816f0aac68bf541f0487b9288e2e1ee3a7,sharechat_chatgpt,mixed,18,18,19,True,4,0.5004909038543701,184
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,0,0,25,False,1,0.7587793469429016,2472
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,2,1,25,False,1,0.7942626476287842,84
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,4,2,25,False,1,0.3637426495552063,7
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,6,3,25,False,1,0.7897545099258423,172
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,8,4,25,False,1,0.3826014101505279,19
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,10,5,25,False,1,0.1396583765745163,42
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,12,6,25,False,1,0.3960583508014679,80
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,14,7,25,False,1,0.1587479263544082,33
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,16,8,25,False,1,0.1482353061437606,3
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,18,9,25,False,1,0.1262528002262115,8
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,20,10,25,False,1,0.2186161130666732,137
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,22,11,25,False,1,0.1482353061437606,3
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,24,12,25,False,1,0.1482353061437606,3
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,26,13,25,False,1,0.7531791925430298,518
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,28,14,25,False,1,0.6610860228538513,355
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,30,15,25,False,1,0.0774557963013649,24
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,32,16,25,False,1,0.9001734852790833,582
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,34,17,25,False,1,0.7382251620292664,334
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,36,18,25,False,1,0.8654199242591858,844
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,38,19,25,False,1,0.2926301062107086,262
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,40,20,25,False,1,0.8448882102966309,146
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,42,21,25,False,1,0.7371392846107483,394
e16390e928f98da544db431174e9fd93160b0237c44d22030bb97f8c64b3f9c5,f88796e1ac961f2621fa81565014a8397f29da0fc454f54bb2fc0a2099828618,sharechat_chatgpt,somatic,44,22,25,False,1,0.5218724608421326,468
