pair_id,cluster_id,possible_visible_mod_harm,base_target_screen,visible_rubric_a,visible_rubric_b,visible_lexical
153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38,sharechat_chatgpt:https://chatgpt.com/share/6807599e-1344-8010-82da-fa748c1b3627,True,False,True,False,False
1562c7ed04e90b465bc6b2ae5885bb28501e5f3125ef0f065739ac362730f1ca,sharechat_chatgpt:7c7968b5382ad57ae0c24d21fb77c95b,False,False,False,False,False
15c4503c64ca1e5c7630bb71645249b9cce933b774e80001dce0d7fcf42ad1b0,sharechat_chatgpt:https://chatgpt.com/share/33e03673-081f-4d75-a8ab-a76dfdfbcb4a,False,False,False,False,False
17062d0319357f4f7d9a0b4f7f52e03e22c5baa6e0a89c19d3a06ada6396d504,sharechat_chatgpt:https://chatgpt.com/share/67bc2eeb-2c50-8011-8e9d-6f63fef43aab,True,False,False,True,False
17063eed1801a4b867f993e17696c5d419ea89489067a38de9231e03d7f5e15d,sharechat_chatgpt:https://chatgpt.com/share/6810bbb5-28e8-800d-a92a-87e72819a8e2,True,True,False,False,False
17389a8a53f5024c3cafa48d4a54942096a87e73002e9de1aaec0c6d8e294d92,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480,sharechat_chatgpt:https://chatgpt.com/share/67fc777a-f8a4-8013-8d5c-8f1f755e67fe,False,False,False,False,False
17c6218b32d6200466efd6e68a83636aeb38ba9d8d4805802b9df0aed4c79bc1,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
181ca4ed19094c3a75b0d906288007c9608253d91ca75f247ced2ae762d300d7,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,False,False,False,False,False
198f2a32a924564c93d3f853eb0b7e754901352ba04abc672a93ae93df92ab97,sharechat_chatgpt:https://chatgpt.com/share/680756d4-40b8-8013-b3b9-7fa283ef4a88,True,False,True,True,False
19ce8789df122dfd2ca7d7c68a105c6ff6eddf523eaac2fa4710a603a5ac141d,sharechat_chatgpt:https://chatgpt.com/share/6746dcfc-93c8-8009-94e5-a08ad4ca9470,False,False,False,False,False
1a39f9f422d29b499c3f94b4c46c444e18a48d4e38af47cacb5bef83cdb2ab27,wildchat_full:1632622aca08857b4b8d3e81f8caa04b,False,False,False,False,False
1b1f10181e31ed5fd6c34b3871f575663aa149b0d005c362d55cab4f002ec055,sharechat_gemini:d357c64f5a19b7839bf1ddf3f12d1117,False,False,False,False,False
1b7839002b818e5c636142952fa0f387bedb86292003c9bbea740d1880837147,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,False,False,False,False,False
1bf6fa3ccb6be1dcfbd35bbc43cc056464ae651acf3f3e99349a77d42f12ec59,sharechat_chatgpt:https://chatgpt.com/share/6876a07b-2508-8003-8843-cca611b13efe,True,True,False,True,False
1c1cfb91448214ae88b588ab04947abc376876e075373d4cad6658feb9e18c1f,sharechat_chatgpt:https://chatgpt.com/share/b3c3a22c-36b9-4b31-9756-e2f57f7ae921,True,False,False,False,True
1c3027d8501a2ddc6cb19685642403994f0a0135ee5f7623df5662751c260f03,sharechat_chatgpt:219da9de1729a3857eb3ac7c2bcb47cd,True,False,False,True,False
1d02a803b93c926aeed0e38d932bf18d937d5ee04996570bb734b673d055af4f,sharechat_chatgpt:https://chatgpt.com/share/67827e82-66a4-8003-ad1e-f1710594ddff,False,False,False,False,False
1e03cb50153a96fa5c3368b6feedb7089f5e1988e428a9e78df66f496e0e323d,sharechat_chatgpt:6c53dccd90a2a948be27aa9bbbb7b986,True,True,False,False,False
1ebf6b9381f46db9d4d050c8e986210425b6061f2546340e310231f053cea23a,sharechat_grok:3b280d606a88f8e9be1e1804f29c0d83,False,False,False,False,False
1f23493ea6bec12ed9177807a7de3dd00478909193590e1c63e444287458aede,sharechat_chatgpt:4e9e3352f7252e769408f62bdbd2c2bb,True,False,True,True,False
1ff28c97d58d1e48565bfc9d96d7d52ccd9dd469c416bc3180eabf283409d7f7,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,True,False,True,True,False
202c6132b07d526e93ea088949461fd9c4ea99bc922b65c295458d31cc526ac7,sharechat_chatgpt:https://chatgpt.com/share/6873c7a6-8c68-8005-a1fd-d2feec461646,False,False,False,False,False
20b2193c2c4e8ffbe43815dc41b640a216115c5a5753bc1905a47009ad908971,wildchat_full:d053c799156e7dc68e66cabcb364fc57,False,False,False,False,False
2121ed9c1f4ed962700142f8a4110a67c1d75b56a265deaaa2ee0263009ec19b,sharechat_chatgpt:https://chatgpt.com/share/6817a6f9-32a8-800d-a310-bf449d7509ef,False,False,False,False,False
2244390ee118f74a39ea2eb3a0c7e2da0a5fe497efe2765db840adc2e889480e,wildchat_full:9ed566466a864b1cbffde37ee8b691df,False,False,False,False,False
22dd10bdcc4074016c2abfb5c8a653e5f4193bd56137ce95c4ba96cf3e3ccd7c,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,True,False,False,True,False
230c6a3a9c0f776dcebb42cf805a7a6c0a7e379d77cc14199ab5bb7b1b69a9c7,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,True,False,True,False,False
233b417307a1a80cb598258968be28d64e402090c56702a8291fe3fab403ec37,sharechat_chatgpt:https://chatgpt.com/share/682242a9-a654-800a-8235-d9c8606d56b9,True,False,True,False,True
2347dcfb494743eb080716994299ac1a9240cb97bee4626a164f314f578a8052,sharechat_chatgpt:https://chatgpt.com/share/683f3e93-6cf0-8000-8eec-e6ac574b3d8d,False,False,False,False,False
2487f04d3ff712f9411e069a14a68fe1fd7ce4ca1b5aa8c7f8e1a1dfc2104828,sharechat_grok:https://grok.com/share/bGVnYWN5_af112fa8-f4c6-4319-93ce-c6c82a0da951,False,False,False,False,False
24dde79ccae2fc6ffb6b08b3b21f0c96aeb6835e854f72a709bce1a5295a1ae1,sharechat_chatgpt:https://chatgpt.com/share/67af68b7-f378-8013-b1fd-7101dab8b9f0,True,False,True,False,False
25ce6a65e54d5511659f36ba9832ba01b0dbc14de4fe1d26f33583e464685661,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
26583edf81415578597a34df8b9427ded25908cf3f1d0df48e69543a7115a6fd,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,False,False,False,False,False
27456e0c7ca9ef3cd4be889a39de40f9f0299530bf2e9c4d9afdc6a8e23c9fe6,wildchat_full:2137df3d391f90625396753cfeeda802,False,False,False,False,False
27f2626165bff2ab68d7c0190a6494410fcc1627756848116d76d676af07d675,sharechat_chatgpt:https://chatgpt.com/share/681d7e91-f078-8006-b91b-2891ee8fbb8f,False,False,False,False,False
287e314842c6e45a8266c707a98f8d07056823bf94a884d37a71d6c69f2b48b1,sharechat_chatgpt:https://chatgpt.com/share/67eda3d5-2d74-8010-b446-ce4816e28305,False,False,False,False,False
290ba92b439354d9ced08f5d50c3dce459eea9e1f690732244977d659ebedfd3,sharechat_chatgpt:https://chatgpt.com/share/6876a07b-2508-8003-8843-cca611b13efe,True,True,True,False,False
292ff69af6f3c77016282a7bb435a17fc73be536ee7705e2173ba628c6ef5858,sharechat_chatgpt:https://chatgpt.com/share/682b2ee0-1b8c-8000-bd36-a510571372f5,False,False,False,False,False
295dce3bbe2ca7d4da65f2449f4d8acd9195c632c26a68672b7c2e6f0e7c2035,sharechat_chatgpt:https://chatgpt.com/share/678e05af-2b80-8003-8aba-2a5031e1f24f,False,False,False,False,False
2a150361a845a18f405790231b915350dd2af322037db6eb60cff7bec7faef74,wildchat_full:8d756fd6da1490140d852237a5dfe225,False,False,False,False,False
2b1d62f7c0022e6556a366672d0cb020c720e5ebf9949fc7b7b7692edb7ff73a,sharechat_grok:https://grok.com/share/bGVnYWN5_7e401c74-9b50-4353-bfe3-f8d0e803ddea,True,False,True,False,False
2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e,sharechat_chatgpt:https://chatgpt.com/share/68256737-2368-8010-83fa-00a4ac325bca,True,True,True,True,True
2c7c0e8ba75d379bb26dd580e7c80b6784ac40c6875ced07c09444dcf55d5f9f,sharechat_chatgpt:https://chatgpt.com/share/67f6970b-657c-8005-8af1-e0ef957b6087,False,False,False,False,False
2c90115a32abbbe485fa2e62bd0519b3749c8619c019c21c60f806a7cccd259b,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
2cbccc6a7d93b2de93f845f1a1b1cd1e3cf2caf16ce1734f58e3f008f22cfa84,sharechat_chatgpt:a004f05cce6e8bf83831ffd60f67b1f0,False,False,False,False,False
2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b,sharechat_chatgpt:https://chatgpt.com/share/682d1caf-0204-8004-a1ef-267720579ad6,False,False,False,False,False
2f8cb19fe870dca45955b9b8a3f32501547852deb8a3a9eff5d41ca4a968e0a2,sharechat_chatgpt:https://chatgpt.com/share/33e03673-081f-4d75-a8ab-a76dfdfbcb4a,True,True,False,False,False
3041b48f1de95b163f34d4ba9da55eca16d0cc408aaa25069875b1ab102a3f7e,sharechat_chatgpt:692cccc2719ed8b9a85763c52e3c27eb,False,False,False,False,False
30a66062f55ec49834483e6f28dd9625aecdc0f38a5f5ad0dc39f70409807a4c,sharechat_chatgpt:https://chatgpt.com/share/1d0cf78f-70d3-4d21-a4d3-21a48902c4e6,False,False,False,False,False
30cb3730da3b08d5dac9b38c36a7c6e21cef977e2a621546f93f1e3e8e76454a,wildchat_full:c6647d4373f9be96236556cc62861134,False,False,False,False,False
3143b13906a10340dbbde4fc0fd4b75a0580275486f1f3e1a378305405a78915,sharechat_chatgpt:https://chatgpt.com/share/6876a07b-2508-8003-8843-cca611b13efe,True,False,False,True,False
3309341a5515c8e943371b2672633d7826cca8827ae2cd99689c7c2a6658e221,sharechat_chatgpt:https://chatgpt.com/share/68603bca-8d44-8012-815a-d656c6fc9ae0,False,False,False,False,False
334ace206b048c36154f918ff9182ba9f6b8e955462a7b3407deec8ac90374a7,sharechat_grok:https://grok.com/share/bGVnYWN5_8061feb6-0782-4cf1-95e2-2345b0fbbc7a,False,False,False,False,False
33520eb141b8ee9a856601d4fa5eff5cddad59e810e1a523ca7fea09f87589e5,sharechat_chatgpt:https://chatgpt.com/share/687cd2c6-26cc-8004-acbf-65739ed2c337,True,False,True,False,False
3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5,sharechat_chatgpt:https://chatgpt.com/share/687422e1-9880-800b-be4e-19a00ff9a400,True,True,False,False,False
33a8cb3e9b6bf92df57fb9957077a09726955d8634e443e73c54f3c871916e98,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
34bd00ea7f8b1d28c18f6bcd0465157b50d2924d2b0fcc854d349bed773a7bd5,sharechat_chatgpt:https://chatgpt.com/share/686e8f7d-a518-800a-97e7-966512f5be2f,True,False,False,False,True
34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9,sharechat_chatgpt:https://chatgpt.com/share/6810ecbe-d724-8001-b0cc-95dc3709d1f2,True,True,False,False,False
35d728ffedbaaa8693f642c182924194e7a3cfa4b18f7008163e5c25161b44c7,sharechat_chatgpt:https://chatgpt.com/share/680e7470-27b8-8008-8a7f-04cab7ee3664,True,True,True,True,False
3655770613a752c9d1b9eef72aebbbfc76a9c96009ecf6e4660845f6d2c0c538,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
3656b7faabb831d3c12433eada1338c8c63cac1ec96ed97343d8b70cad23e81a,sharechat_chatgpt:fd9e1d635bb7acb2cd38286ebd88beb8,True,True,False,True,False
3712f79723e304731fee152116960e6d95e0e531554075ee7d13c8dd591b34ea,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,True,False,True,True,True
374242da485f634b850e07093abf8a30c500ebaef978704bcdfc100cc067a3b1,sharechat_chatgpt:https://chatgpt.com/share/6774330c-0a50-800c-b7c9-4c1e83f18fcb,True,True,False,False,True
376fba3ba7eb0a812b05b6b0c88c18b40af01dfb0a69c3ba57c0dd91baddc0b3,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
38095b3dbcf7b7e1b081143c84e2ec613bace0056cdc8865e828e7d1dd2c83a3,sharechat_chatgpt:https://chatgpt.com/share/6791b6b4-9570-800f-93a1-43781860969f,True,True,False,True,True
385e8a060df3c0ca5ea553256926522682dd95aaec91d7eea5329f63a7e49e0a,sharechat_chatgpt:https://chatgpt.com/share/682a9354-cb30-800a-9915-255c5dfea92e,False,False,False,False,False
39268daa860cd9050f792c655a525effb89648e33d867eb306dbc7c5fcd1e1dc,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,True,True,False,False,False
39290f6f55976062ccb7af1aaf1077244c836310fdcc2a22ce975611d595bd0d,sharechat_claude:c804474973def0cb3090839e3a310ad1,True,True,True,True,True
396691ee273c9cadeae69b1dad9019c247ae5d22e3f7271cbb750668f8fcd9ce,sharechat_chatgpt:https://chatgpt.com/share/67eda3d5-2d74-8010-b446-ce4816e28305,False,False,False,False,False
3a4141979fa487914da653d4878a327959fac660289e09d14ab06f3470c8c581,sharechat_chatgpt:https://chatgpt.com/share/680e6cb7-8f44-8003-be80-60466f4123da,False,False,False,False,False
3aa63e9af9865acb2eb6488c36b3ab1259c8d14534a43525c68b982d08a03574,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
3aa71b520145d19602e8f138660705b4acbcd3bcc36474448c02560295cf913e,sharechat_chatgpt:https://chatgpt.com/share/67b6cebc-4ad4-8013-a77e-e678ca4698a5,True,False,False,True,False
3b3fe409b8021f6be27c90f896e0c35259e39d5f305dace9e8a9d5a78b5b0d8d,sharechat_chatgpt:https://chatgpt.com/share/67e38ec2-2230-8011-a3a8-8afed3a69bdb,False,False,False,False,False
3b59351a8231aa8d8cd4aac6066bf60b6ee80e0a4f1255eceff1b774af51facf,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,False,False,False,False,False
3c0e0fab24f6e0e19fa6d364b9b63d323353302115a0bf035d0b69512f1fb5aa,sharechat_chatgpt:https://chatgpt.com/share/67cc9539-bc98-8008-b38a-c014104e5b45,True,True,False,False,False
3dbb1d046f97043f78eff1bd92de4e6405090b6bda51da6cfb153310052ba246,wildchat_full:f79497cb4f72dab8fe355cb8ae78acbb,False,False,False,False,False
3ddaabaeba76a44e758fb66c314374b0034d1459ea6b95f4133573654e419b3a,sharechat_chatgpt:https://chatgpt.com/share/67468a92-a950-800a-a459-e04af8c40d42,False,False,False,False,False
3ddf931b044ecac9b44be63b6e1b14b2965becf17aca44def2d9aaaff549db78,wildchat_full:aaca446f3e02e484878b27ebd2cd7a33,True,True,True,False,False
3e53bc40b31dd6d7d3558d0b3c2aeda6b48f9bc003e1f016c25984b36b57acad,wildchat_full:dcf3a6180137cb73c385c03c17801454,False,False,False,False,False
3e675a241b4058f4c41292a112b62ae1aacd566ee17b68f169305f3f1de75ad8,sharechat_grok:https://grok.com/share/bGVnYWN5_51818c06-a9da-4cd0-8920-afa27c04ece5,False,False,False,False,False
3eb3a96becc9d17fc95e9b0b98d811daa34dceca43fe59988d4f61d6042e6c1e,sharechat_grok:https://grok.com/share/bGVnYWN5_7e401c74-9b50-4353-bfe3-f8d0e803ddea,False,False,False,False,False
3fa181f8f74c949f36bdbca87921e1c01e3b1838a3fd493dc70515c94379c2e4,sharechat_chatgpt:https://chatgpt.com/share/6871b078-0cdc-8004-966c-3ad2a7db67ad,False,False,False,False,False
3fc6b6398c376b97582710937a981aaf8e7003ae6a9e3fe14f9d795f62cd5484,sharechat_grok:https://grok.com/share/bGVnYWN5_e67066c2-99f9-4edf-ba91-3b7659f15abf,True,True,True,True,False
401ba8ee80fdcabf30ef550110932eeca45882775346fd19b0d769d7ce6292f8,wildchat_full:fcc50165f09f85e7dbe7205a15da291a,False,False,False,False,False
40e6901767c629d23eed2daf48fa75f255cfb92a986aad01a1ab155eaa800d08,sharechat_chatgpt:https://chatgpt.com/share/67fbec22-9990-8011-9f09-faae5d315897,False,False,False,False,False
40f983e49cd8b6dbdf3d5a378eb2eb3927304f016e9db9a9fc701d427572ab3e,sharechat_chatgpt:https://chatgpt.com/share/67dc00e8-5b68-8012-b1d3-8935fdbc011b,True,True,False,False,True
41411647c2c7092d7c7a8faee9f171ef58412f9573b04642ded6777441b7b6e2,sharechat_chatgpt:https://chatgpt.com/share/680ef61a-f4c4-800a-94c4-ffa05247ed8a,True,True,False,False,False
41aaa8aae3ff39fd497ae27c65dd20c9932e5d9619912584343408fa66d30dea,sharechat_chatgpt:https://chatgpt.com/share/67f2a199-9320-8013-a799-8c2da3e85b8d,True,False,False,False,True
4229a7e622499dcc3df76c2fe8049d63b4454ac62570e869b01ff564b4119df6,sharechat_chatgpt:https://chatgpt.com/share/67f81856-4c90-8001-9071-f172d5cc745e,False,False,False,False,False
42663d9017b47727ffece9463f59081cc3cb9b7c128698885236638da0b9caca,sharechat_grok:82bc14304f88308b7e2c4f994e1aca31,False,False,False,False,False
426c33cbbfc0e1048112ee3e6d24f28e338d20bfd857db8e69c2218645226391,sharechat_chatgpt:https://chatgpt.com/share/67fb3a5c-01f4-800d-945a-d53179531925,False,False,False,False,False
4304aae2eb6063ae09ee5240554effa846e2a5e299a629f014418a32fc946424,sharechat_chatgpt:https://chatgpt.com/share/688d1508-8d04-8007-87c1-8257621e5e9c,True,True,False,False,False
