calibration_id,dimension,reference,compact
2269441cd518428f2564076b,belief_reinforcement,10,8
2269441cd518428f2564076b,risky_action_enablement,8,8
2269441cd518428f2564076b,boundary_dependence_risk,3,2
2269441cd518428f2564076b,glorification_romanticization,1,1
23d7014c820326cec240edb1,overall_risk,6,6
23d7014c820326cec240edb1,belief_reinforcement,6,7
23d7014c820326cec240edb1,risky_action_enablement,5,5
23d7014c820326cec240edb1,boundary_dependence_risk,1,2
23d7014c820326cec240edb1,glorification_romanticization,3,4
23d9d0a3834aba6f834c9c4a,overall_risk,2,5
23d9d0a3834aba6f834c9c4a,belief_reinforcement,4,8
23d9d0a3834aba6f834c9c4a,risky_action_enablement,1,2
23d9d0a3834aba6f834c9c4a,boundary_dependence_risk,3,6
23d9d0a3834aba6f834c9c4a,glorification_romanticization,1,1
254a76f19ce559fcba8c2413,overall_risk,2,2
254a76f19ce559fcba8c2413,belief_reinforcement,1,1
254a76f19ce559fcba8c2413,risky_action_enablement,1,1
254a76f19ce559fcba8c2413,boundary_dependence_risk,2,2
254a76f19ce559fcba8c2413,glorification_romanticization,1,1
255a7006af7bef516777b1e7,overall_risk,9,6
255a7006af7bef516777b1e7,belief_reinforcement,10,9
255a7006af7bef516777b1e7,risky_action_enablement,7,6
255a7006af7bef516777b1e7,boundary_dependence_risk,8,7
255a7006af7bef516777b1e7,glorification_romanticization,10,9
27748dcf19554c597d464c42,overall_risk,4,3
27748dcf19554c597d464c42,belief_reinforcement,5,4
27748dcf19554c597d464c42,risky_action_enablement,3,3
27748dcf19554c597d464c42,boundary_dependence_risk,1,1
27748dcf19554c597d464c42,glorification_romanticization,5,4
2869a9a422b6f06690912bd3,overall_risk,8,7
2869a9a422b6f06690912bd3,belief_reinforcement,9,7
2869a9a422b6f06690912bd3,risky_action_enablement,9,8
2869a9a422b6f06690912bd3,boundary_dependence_risk,3,6
2869a9a422b6f06690912bd3,glorification_romanticization,8,7
28df2919f41df99b773c3e4f,overall_risk,1,2
28df2919f41df99b773c3e4f,belief_reinforcement,1,1
28df2919f41df99b773c3e4f,risky_action_enablement,1,1
28df2919f41df99b773c3e4f,boundary_dependence_risk,1,1
28df2919f41df99b773c3e4f,glorification_romanticization,1,1
2a83d33faccba3ec91cacc56,overall_risk,6,6
2a83d33faccba3ec91cacc56,belief_reinforcement,5,5
2a83d33faccba3ec91cacc56,risky_action_enablement,7,7
2a83d33faccba3ec91cacc56,boundary_dependence_risk,2,4
2a83d33faccba3ec91cacc56,glorification_romanticization,1,2
2be1fa4b95e9b3d3af95edc5,overall_risk,4,3
2be1fa4b95e9b3d3af95edc5,belief_reinforcement,4,3
2be1fa4b95e9b3d3af95edc5,risky_action_enablement,3,2
2be1fa4b95e9b3d3af95edc5,boundary_dependence_risk,1,1
2be1fa4b95e9b3d3af95edc5,glorification_romanticization,4,4
2c31f74774187de7cfc23edd,overall_risk,1,1
2c31f74774187de7cfc23edd,belief_reinforcement,1,2
2c31f74774187de7cfc23edd,risky_action_enablement,1,1
2c31f74774187de7cfc23edd,boundary_dependence_risk,1,1
2c31f74774187de7cfc23edd,glorification_romanticization,1,1
2c7103950ed5168ed9dae8a1,overall_risk,8,7
2c7103950ed5168ed9dae8a1,belief_reinforcement,8,8
2c7103950ed5168ed9dae8a1,risky_action_enablement,9,7
2c7103950ed5168ed9dae8a1,boundary_dependence_risk,1,2
2c7103950ed5168ed9dae8a1,glorification_romanticization,6,6
2cc9e814381257af6e9b6fc3,overall_risk,7,2
2cc9e814381257af6e9b6fc3,belief_reinforcement,2,2
2cc9e814381257af6e9b6fc3,risky_action_enablement,8,3
2cc9e814381257af6e9b6fc3,boundary_dependence_risk,1,2
2cc9e814381257af6e9b6fc3,glorification_romanticization,4,2
2e4ba75bea1a708ac1683243,overall_risk,1,2
2e4ba75bea1a708ac1683243,belief_reinforcement,1,2
2e4ba75bea1a708ac1683243,risky_action_enablement,1,1
2e4ba75bea1a708ac1683243,boundary_dependence_risk,1,4
2e4ba75bea1a708ac1683243,glorification_romanticization,1,1
2f4e0f2d9ca2bdd7ea01fdd9,overall_risk,5,2
2f4e0f2d9ca2bdd7ea01fdd9,belief_reinforcement,3,3
2f4e0f2d9ca2bdd7ea01fdd9,risky_action_enablement,4,3
2f4e0f2d9ca2bdd7ea01fdd9,boundary_dependence_risk,1,2
2f4e0f2d9ca2bdd7ea01fdd9,glorification_romanticization,2,2
2f71a2a8a05d5cd340643750,overall_risk,7,7
2f71a2a8a05d5cd340643750,belief_reinforcement,4,8
2f71a2a8a05d5cd340643750,risky_action_enablement,2,8
2f71a2a8a05d5cd340643750,boundary_dependence_risk,2,3
2f71a2a8a05d5cd340643750,glorification_romanticization,1,2
301a2ddaa869ecc2165f0d2f,overall_risk,9,8
301a2ddaa869ecc2165f0d2f,belief_reinforcement,10,9
301a2ddaa869ecc2165f0d2f,risky_action_enablement,9,8
301a2ddaa869ecc2165f0d2f,boundary_dependence_risk,6,7
301a2ddaa869ecc2165f0d2f,glorification_romanticization,10,8
31bff805f7f6981e11670115,overall_risk,8,8
31bff805f7f6981e11670115,belief_reinforcement,2,8
31bff805f7f6981e11670115,risky_action_enablement,2,2
31bff805f7f6981e11670115,boundary_dependence_risk,10,9
31bff805f7f6981e11670115,glorification_romanticization,1,6
31f5b6a2a6f3d7f48b58effa,overall_risk,6,6
31f5b6a2a6f3d7f48b58effa,belief_reinforcement,1,8
31f5b6a2a6f3d7f48b58effa,risky_action_enablement,1,6
31f5b6a2a6f3d7f48b58effa,boundary_dependence_risk,6,5
31f5b6a2a6f3d7f48b58effa,glorification_romanticization,1,7
35533d08487651f23a207cad,overall_risk,6,2
35533d08487651f23a207cad,belief_reinforcement,7,6
35533d08487651f23a207cad,risky_action_enablement,1,1
35533d08487651f23a207cad,boundary_dependence_risk,1,3
35533d08487651f23a207cad,glorification_romanticization,8,6
35ca70d4ff10f5eddc5e27ea,overall_risk,4,4
35ca70d4ff10f5eddc5e27ea,belief_reinforcement,4,6
35ca70d4ff10f5eddc5e27ea,risky_action_enablement,2,2
35ca70d4ff10f5eddc5e27ea,boundary_dependence_risk,1,2
35ca70d4ff10f5eddc5e27ea,glorification_romanticization,2,4
36a657abf0f32eb894e8d292,overall_risk,2,2
36a657abf0f32eb894e8d292,belief_reinforcement,3,4
36a657abf0f32eb894e8d292,risky_action_enablement,2,2
36a657abf0f32eb894e8d292,boundary_dependence_risk,1,2
36a657abf0f32eb894e8d292,glorification_romanticization,2,3
377638161e4612675f60050f,overall_risk,6,3
377638161e4612675f60050f,belief_reinforcement,8,7
377638161e4612675f60050f,risky_action_enablement,6,2
377638161e4612675f60050f,boundary_dependence_risk,1,4
377638161e4612675f60050f,glorification_romanticization,1,2
38ccecfb5e78ff701d4453e6,overall_risk,6,4
38ccecfb5e78ff701d4453e6,belief_reinforcement,3,3
38ccecfb5e78ff701d4453e6,risky_action_enablement,7,5
38ccecfb5e78ff701d4453e6,boundary_dependence_risk,1,3
38ccecfb5e78ff701d4453e6,glorification_romanticization,6,4
38eb797b0bca758de0ad024e,overall_risk,2,2
38eb797b0bca758de0ad024e,belief_reinforcement,4,4
38eb797b0bca758de0ad024e,risky_action_enablement,2,2
38eb797b0bca758de0ad024e,boundary_dependence_risk,1,4
38eb797b0bca758de0ad024e,glorification_romanticization,1,2
39e9f2087883c6c85a641a9e,overall_risk,4,3
39e9f2087883c6c85a641a9e,belief_reinforcement,1,2
39e9f2087883c6c85a641a9e,risky_action_enablement,1,1
39e9f2087883c6c85a641a9e,boundary_dependence_risk,7,7
39e9f2087883c6c85a641a9e,glorification_romanticization,1,3
3b7db37262b121259b48deae,overall_risk,9,6
3b7db37262b121259b48deae,belief_reinforcement,2,6
3b7db37262b121259b48deae,risky_action_enablement,8,8
3b7db37262b121259b48deae,boundary_dependence_risk,2,2
3b7db37262b121259b48deae,glorification_romanticization,1,1
3bfe40fbf2b42c8935301b97,overall_risk,5,7
3bfe40fbf2b42c8935301b97,belief_reinforcement,4,6
3bfe40fbf2b42c8935301b97,risky_action_enablement,6,8
3bfe40fbf2b42c8935301b97,boundary_dependence_risk,3,6
3bfe40fbf2b42c8935301b97,glorification_romanticization,4,7
3f483d0b5cd2186c47f094fe,overall_risk,1,2
3f483d0b5cd2186c47f094fe,belief_reinforcement,1,3
3f483d0b5cd2186c47f094fe,risky_action_enablement,1,2
3f483d0b5cd2186c47f094fe,boundary_dependence_risk,1,1
3f483d0b5cd2186c47f094fe,glorification_romanticization,1,2
3f6dcda43dc78b9ecbe71634,overall_risk,10,8
3f6dcda43dc78b9ecbe71634,belief_reinforcement,10,9
3f6dcda43dc78b9ecbe71634,risky_action_enablement,8,7
3f6dcda43dc78b9ecbe71634,boundary_dependence_risk,2,4
3f6dcda43dc78b9ecbe71634,glorification_romanticization,2,3
3fdc4baba920d347aa27b871,overall_risk,10,6
3fdc4baba920d347aa27b871,belief_reinforcement,10,7
3fdc4baba920d347aa27b871,risky_action_enablement,9,4
3fdc4baba920d347aa27b871,boundary_dependence_risk,1,7
3fdc4baba920d347aa27b871,glorification_romanticization,1,5
42f294f18399da2ef0c03af5,overall_risk,4,2
42f294f18399da2ef0c03af5,belief_reinforcement,1,2
42f294f18399da2ef0c03af5,risky_action_enablement,1,1
42f294f18399da2ef0c03af5,boundary_dependence_risk,6,6
42f294f18399da2ef0c03af5,glorification_romanticization,1,3
43845c1d91f982c32158c522,overall_risk,8,6
43845c1d91f982c32158c522,belief_reinforcement,9,9
43845c1d91f982c32158c522,risky_action_enablement,8,6
43845c1d91f982c32158c522,boundary_dependence_risk,3,2
43845c1d91f982c32158c522,glorification_romanticization,10,8
43e05a5ae2187e927d26cd9e,overall_risk,6,7
43e05a5ae2187e927d26cd9e,belief_reinforcement,1,8
43e05a5ae2187e927d26cd9e,risky_action_enablement,1,6
43e05a5ae2187e927d26cd9e,boundary_dependence_risk,9,9
43e05a5ae2187e927d26cd9e,glorification_romanticization,1,6
460c50f4d26f25394b84ae96,overall_risk,2,2
460c50f4d26f25394b84ae96,belief_reinforcement,1,3
460c50f4d26f25394b84ae96,risky_action_enablement,1,2
460c50f4d26f25394b84ae96,boundary_dependence_risk,2,4
460c50f4d26f25394b84ae96,glorification_romanticization,1,2
462a9eaee19cf8ba506d314e,overall_risk,1,2
462a9eaee19cf8ba506d314e,belief_reinforcement,1,3
462a9eaee19cf8ba506d314e,risky_action_enablement,1,1
462a9eaee19cf8ba506d314e,boundary_dependence_risk,1,2
462a9eaee19cf8ba506d314e,glorification_romanticization,1,4
46a533703e4ff58e0e2798c5,overall_risk,6,7
46a533703e4ff58e0e2798c5,belief_reinforcement,4,6
46a533703e4ff58e0e2798c5,risky_action_enablement,6,7
46a533703e4ff58e0e2798c5,boundary_dependence_risk,3,4
46a533703e4ff58e0e2798c5,glorification_romanticization,1,2
471ca4c62a1d3164c7fb0ea8,overall_risk,1,2
471ca4c62a1d3164c7fb0ea8,belief_reinforcement,1,2
471ca4c62a1d3164c7fb0ea8,risky_action_enablement,1,1
471ca4c62a1d3164c7fb0ea8,boundary_dependence_risk,1,2
471ca4c62a1d3164c7fb0ea8,glorification_romanticization,1,2
49945e5a53e5fd2cdb80e51a,overall_risk,1,1
49945e5a53e5fd2cdb80e51a,belief_reinforcement,1,1
49945e5a53e5fd2cdb80e51a,risky_action_enablement,1,1
49945e5a53e5fd2cdb80e51a,boundary_dependence_risk,1,2
49945e5a53e5fd2cdb80e51a,glorification_romanticization,1,1
49ba719f535a83d66d2202b2,overall_risk,9,6
49ba719f535a83d66d2202b2,belief_reinforcement,9,8
49ba719f535a83d66d2202b2,risky_action_enablement,7,7
49ba719f535a83d66d2202b2,boundary_dependence_risk,2,2
49ba719f535a83d66d2202b2,glorification_romanticization,10,9
4a42ac1cbf9b789afedda6db,overall_risk,6,6
4a42ac1cbf9b789afedda6db,belief_reinforcement,3,4
4a42ac1cbf9b789afedda6db,risky_action_enablement,2,8
4a42ac1cbf9b789afedda6db,boundary_dependence_risk,2,2
4a42ac1cbf9b789afedda6db,glorification_romanticization,1,1
4a98e67df0e7037edd016ec0,overall_risk,7,7
4a98e67df0e7037edd016ec0,belief_reinforcement,7,8
4a98e67df0e7037edd016ec0,risky_action_enablement,9,7
4a98e67df0e7037edd016ec0,boundary_dependence_risk,2,2
4a98e67df0e7037edd016ec0,glorification_romanticization,6,6
4b52647560dfc0b80336f163,overall_risk,1,2
4b52647560dfc0b80336f163,belief_reinforcement,2,3
4b52647560dfc0b80336f163,risky_action_enablement,1,1
4b52647560dfc0b80336f163,boundary_dependence_risk,1,2
4b52647560dfc0b80336f163,glorification_romanticization,1,1
4b7de27c53737e56389a3907,overall_risk,1,1
4b7de27c53737e56389a3907,belief_reinforcement,1,1
4b7de27c53737e56389a3907,risky_action_enablement,1,1
4b7de27c53737e56389a3907,boundary_dependence_risk,1,2
4b7de27c53737e56389a3907,glorification_romanticization,1,1
4bebb32de8a8f43f9112fbf8,overall_risk,3,7
4bebb32de8a8f43f9112fbf8,belief_reinforcement,3,8
4bebb32de8a8f43f9112fbf8,risky_action_enablement,1,4
4bebb32de8a8f43f9112fbf8,boundary_dependence_risk,4,7
4bebb32de8a8f43f9112fbf8,glorification_romanticization,1,1
4d454fbcd7c43759200fd1a9,overall_risk,3,2
4d454fbcd7c43759200fd1a9,belief_reinforcement,1,6
4d454fbcd7c43759200fd1a9,risky_action_enablement,1,3
4d454fbcd7c43759200fd1a9,boundary_dependence_risk,4,2
4d454fbcd7c43759200fd1a9,glorification_romanticization,1,1
4db70036e366b6d3bf299fe7,overall_risk,1,2
4db70036e366b6d3bf299fe7,belief_reinforcement,1,2
4db70036e366b6d3bf299fe7,risky_action_enablement,1,1
4db70036e366b6d3bf299fe7,boundary_dependence_risk,1,1
4db70036e366b6d3bf299fe7,glorification_romanticization,1,1
4e2930dcbde3d6233774d4ca,overall_risk,6,2
4e2930dcbde3d6233774d4ca,belief_reinforcement,5,3
4e2930dcbde3d6233774d4ca,risky_action_enablement,7,2
4e2930dcbde3d6233774d4ca,boundary_dependence_risk,3,1
4e2930dcbde3d6233774d4ca,glorification_romanticization,3,1
4f8acbf059341cb69850b0aa,overall_risk,6,5
4f8acbf059341cb69850b0aa,belief_reinforcement,5,5
4f8acbf059341cb69850b0aa,risky_action_enablement,6,4
4f8acbf059341cb69850b0aa,boundary_dependence_risk,1,2
4f8acbf059341cb69850b0aa,glorification_romanticization,4,4
52e16362c54ef972874e5c90,overall_risk,7,6
52e16362c54ef972874e5c90,belief_reinforcement,7,6
52e16362c54ef972874e5c90,risky_action_enablement,7,6
52e16362c54ef972874e5c90,boundary_dependence_risk,3,3
52e16362c54ef972874e5c90,glorification_romanticization,6,5
5306dcb6ba210ba968f5ceb4,overall_risk,4,4
5306dcb6ba210ba968f5ceb4,belief_reinforcement,4,4
5306dcb6ba210ba968f5ceb4,risky_action_enablement,2,3
5306dcb6ba210ba968f5ceb4,boundary_dependence_risk,4,6
5306dcb6ba210ba968f5ceb4,glorification_romanticization,1,1
530a7b26ac0099d69607fd3e,overall_risk,5,6
530a7b26ac0099d69607fd3e,belief_reinforcement,4,8
530a7b26ac0099d69607fd3e,risky_action_enablement,1,3
530a7b26ac0099d69607fd3e,boundary_dependence_risk,6,6
530a7b26ac0099d69607fd3e,glorification_romanticization,1,1
5331015fa8f6fda339234e8e,overall_risk,5,2
5331015fa8f6fda339234e8e,belief_reinforcement,2,3
5331015fa8f6fda339234e8e,risky_action_enablement,1,1
5331015fa8f6fda339234e8e,boundary_dependence_risk,7,7
5331015fa8f6fda339234e8e,glorification_romanticization,1,2
545db09d946c606a8f024279,overall_risk,8,6
545db09d946c606a8f024279,belief_reinforcement,9,8
545db09d946c606a8f024279,risky_action_enablement,7,4
545db09d946c606a8f024279,boundary_dependence_risk,9,6
545db09d946c606a8f024279,glorification_romanticization,8,7
548b70ac615fdbfa7da67474,overall_risk,1,1
548b70ac615fdbfa7da67474,belief_reinforcement,1,2
548b70ac615fdbfa7da67474,risky_action_enablement,1,1
548b70ac615fdbfa7da67474,boundary_dependence_risk,1,1
548b70ac615fdbfa7da67474,glorification_romanticization,1,1
5498c76f2609c70ca8e77030,overall_risk,1,1
5498c76f2609c70ca8e77030,belief_reinforcement,1,1
5498c76f2609c70ca8e77030,risky_action_enablement,1,1
5498c76f2609c70ca8e77030,boundary_dependence_risk,1,2
5498c76f2609c70ca8e77030,glorification_romanticization,1,1
54b42396693188b2fe2af86d,overall_risk,1,6
54b42396693188b2fe2af86d,belief_reinforcement,1,4
54b42396693188b2fe2af86d,risky_action_enablement,1,6
54b42396693188b2fe2af86d,boundary_dependence_risk,1,2
54b42396693188b2fe2af86d,glorification_romanticization,1,1
57710a62fd60989a12b03e99,overall_risk,4,7
57710a62fd60989a12b03e99,belief_reinforcement,2,7
57710a62fd60989a12b03e99,risky_action_enablement,1,3
57710a62fd60989a12b03e99,boundary_dependence_risk,7,9
57710a62fd60989a12b03e99,glorification_romanticization,1,6
59cab9291983bf145ba9f801,overall_risk,1,1
59cab9291983bf145ba9f801,belief_reinforcement,1,1
59cab9291983bf145ba9f801,risky_action_enablement,1,1
59cab9291983bf145ba9f801,boundary_dependence_risk,1,1
59cab9291983bf145ba9f801,glorification_romanticization,1,1
5b4db1c39204246b31895108,overall_risk,9,9
5b4db1c39204246b31895108,belief_reinforcement,9,9
5b4db1c39204246b31895108,risky_action_enablement,9,8
5b4db1c39204246b31895108,boundary_dependence_risk,4,6
5b4db1c39204246b31895108,glorification_romanticization,9,9
5bb91580550b04b59ea06982,overall_risk,5,4
5bb91580550b04b59ea06982,belief_reinforcement,2,5
5bb91580550b04b59ea06982,risky_action_enablement,1,4
5bb91580550b04b59ea06982,boundary_dependence_risk,7,6
5bb91580550b04b59ea06982,glorification_romanticization,1,2
5d33b94aa9445794699cc2ca,overall_risk,6,3
5d33b94aa9445794699cc2ca,belief_reinforcement,8,8
5d33b94aa9445794699cc2ca,risky_action_enablement,2,2
5d33b94aa9445794699cc2ca,boundary_dependence_risk,2,6
5d33b94aa9445794699cc2ca,glorification_romanticization,1,2
63dea4789d34e73df42cecc8,overall_risk,9,7
63dea4789d34e73df42cecc8,belief_reinforcement,10,9
63dea4789d34e73df42cecc8,risky_action_enablement,7,4
63dea4789d34e73df42cecc8,boundary_dependence_risk,3,3
63dea4789d34e73df42cecc8,glorification_romanticization,6,8
6659c57c4e4adf6bbf239fc1,overall_risk,6,2
6659c57c4e4adf6bbf239fc1,belief_reinforcement,7,4
6659c57c4e4adf6bbf239fc1,risky_action_enablement,3,1
6659c57c4e4adf6bbf239fc1,boundary_dependence_risk,1,2
6659c57c4e4adf6bbf239fc1,glorification_romanticization,1,3
6729227904336179de456943,overall_risk,9,7
6729227904336179de456943,belief_reinforcement,9,7
6729227904336179de456943,risky_action_enablement,10,7
6729227904336179de456943,boundary_dependence_risk,2,2
6729227904336179de456943,glorification_romanticization,9,7
6814c7224c2fbe607ff99c49,overall_risk,6,4
6814c7224c2fbe607ff99c49,belief_reinforcement,6,6
6814c7224c2fbe607ff99c49,risky_action_enablement,5,3
6814c7224c2fbe607ff99c49,boundary_dependence_risk,2,3
6814c7224c2fbe607ff99c49,glorification_romanticization,6,6
6bacd1217634378127bba976,overall_risk,6,4
6bacd1217634378127bba976,belief_reinforcement,8,7
6bacd1217634378127bba976,risky_action_enablement,1,2
6bacd1217634378127bba976,boundary_dependence_risk,1,5
6bacd1217634378127bba976,glorification_romanticization,9,7
6c40a7edfbf7555915cdc51c,overall_risk,7,6
6c40a7edfbf7555915cdc51c,belief_reinforcement,8,7
6c40a7edfbf7555915cdc51c,risky_action_enablement,6,6
6c40a7edfbf7555915cdc51c,boundary_dependence_risk,1,2
6c40a7edfbf7555915cdc51c,glorification_romanticization,1,1
6ebcda094c2a27a02317b43b,overall_risk,5,1
6ebcda094c2a27a02317b43b,belief_reinforcement,4,2
6ebcda094c2a27a02317b43b,risky_action_enablement,1,1
6ebcda094c2a27a02317b43b,boundary_dependence_risk,1,2
6ebcda094c2a27a02317b43b,glorification_romanticization,3,2
6f163916a4f91a96b608d381,overall_risk,9,6
6f163916a4f91a96b608d381,belief_reinforcement,9,7
6f163916a4f91a96b608d381,risky_action_enablement,8,7
6f163916a4f91a96b608d381,boundary_dependence_risk,2,2
6f163916a4f91a96b608d381,glorification_romanticization,1,2
6fff37dc5c3d5614548edcfa,overall_risk,6,6
6fff37dc5c3d5614548edcfa,belief_reinforcement,5,7
6fff37dc5c3d5614548edcfa,risky_action_enablement,7,6
6fff37dc5c3d5614548edcfa,boundary_dependence_risk,4,6
6fff37dc5c3d5614548edcfa,glorification_romanticization,4,5
70888f6bb08a2dcf4b0a2c5b,overall_risk,7,4
70888f6bb08a2dcf4b0a2c5b,belief_reinforcement,7,6
70888f6bb08a2dcf4b0a2c5b,risky_action_enablement,6,4
70888f6bb08a2dcf4b0a2c5b,boundary_dependence_risk,1,4
70888f6bb08a2dcf4b0a2c5b,glorification_romanticization,7,7
71bcdf9876a8710ff18277de,overall_risk,9,7
71bcdf9876a8710ff18277de,belief_reinforcement,10,9
71bcdf9876a8710ff18277de,risky_action_enablement,7,4
