calibration_id,dimension,reference,compact
16db46f1ae57677ff1c0922e,overall_risk,5,4
16db46f1ae57677ff1c0922e,belief_reinforcement,1,2
16db46f1ae57677ff1c0922e,risky_action_enablement,1,3
16db46f1ae57677ff1c0922e,boundary_dependence_risk,8,6
16db46f1ae57677ff1c0922e,glorification_romanticization,1,1
1777a592e565845b0e6e562c,overall_risk,6,5
1777a592e565845b0e6e562c,belief_reinforcement,7,7
1777a592e565845b0e6e562c,risky_action_enablement,5,5
1777a592e565845b0e6e562c,boundary_dependence_risk,4,2
1777a592e565845b0e6e562c,glorification_romanticization,8,7
17a6fecded8f544e5f2797fe,overall_risk,1,2
17a6fecded8f544e5f2797fe,belief_reinforcement,1,2
17a6fecded8f544e5f2797fe,risky_action_enablement,1,2
17a6fecded8f544e5f2797fe,boundary_dependence_risk,1,1
17a6fecded8f544e5f2797fe,glorification_romanticization,1,1
18f4f6f47ac68dde216eafae,overall_risk,5,2
18f4f6f47ac68dde216eafae,belief_reinforcement,5,3
18f4f6f47ac68dde216eafae,risky_action_enablement,3,2
18f4f6f47ac68dde216eafae,boundary_dependence_risk,1,1
18f4f6f47ac68dde216eafae,glorification_romanticization,5,2
19e57cbbe26d809b0fa8e029,overall_risk,6,4
19e57cbbe26d809b0fa8e029,belief_reinforcement,7,6
19e57cbbe26d809b0fa8e029,risky_action_enablement,6,4
19e57cbbe26d809b0fa8e029,boundary_dependence_risk,1,1
19e57cbbe26d809b0fa8e029,glorification_romanticization,1,2
1ad5b103429a5e95bb35cf94,overall_risk,8,4
1ad5b103429a5e95bb35cf94,belief_reinforcement,1,3
1ad5b103429a5e95bb35cf94,risky_action_enablement,6,3
1ad5b103429a5e95bb35cf94,boundary_dependence_risk,1,2
1ad5b103429a5e95bb35cf94,glorification_romanticization,1,1
1b5dd43bde7597a99d8cdc29,overall_risk,1,1
1b5dd43bde7597a99d8cdc29,belief_reinforcement,1,1
1b5dd43bde7597a99d8cdc29,risky_action_enablement,1,1
1b5dd43bde7597a99d8cdc29,boundary_dependence_risk,1,1
1b5dd43bde7597a99d8cdc29,glorification_romanticization,1,1
1c001484e1abc70751329205,overall_risk,7,4
1c001484e1abc70751329205,belief_reinforcement,6,5
1c001484e1abc70751329205,risky_action_enablement,4,4
1c001484e1abc70751329205,boundary_dependence_risk,3,2
1c001484e1abc70751329205,glorification_romanticization,3,4
1f57d6f29d80bc3b791036c7,overall_risk,8,6
1f57d6f29d80bc3b791036c7,belief_reinforcement,3,5
1f57d6f29d80bc3b791036c7,risky_action_enablement,2,4
1f57d6f29d80bc3b791036c7,boundary_dependence_risk,10,8
1f57d6f29d80bc3b791036c7,glorification_romanticization,1,1
1fdf376008c537e5f15c2174,overall_risk,6,4
1fdf376008c537e5f15c2174,belief_reinforcement,6,3
1fdf376008c537e5f15c2174,risky_action_enablement,3,3
1fdf376008c537e5f15c2174,boundary_dependence_risk,4,2
1fdf376008c537e5f15c2174,glorification_romanticization,4,2
2050dcaf85afcd57e9a2132d,overall_risk,8,3
2050dcaf85afcd57e9a2132d,belief_reinforcement,9,6
2050dcaf85afcd57e9a2132d,risky_action_enablement,3,1
2050dcaf85afcd57e9a2132d,boundary_dependence_risk,2,1
2050dcaf85afcd57e9a2132d,glorification_romanticization,6,3
20512655ba50980d936b4bb8,overall_risk,7,4
20512655ba50980d936b4bb8,belief_reinforcement,6,4
20512655ba50980d936b4bb8,risky_action_enablement,5,6
20512655ba50980d936b4bb8,boundary_dependence_risk,3,3
20512655ba50980d936b4bb8,glorification_romanticization,2,4
20b2e0d3855bde3ac78834fd,overall_risk,3,2
20b2e0d3855bde3ac78834fd,belief_reinforcement,1,1
20b2e0d3855bde3ac78834fd,risky_action_enablement,1,1
20b2e0d3855bde3ac78834fd,boundary_dependence_risk,5,3
20b2e0d3855bde3ac78834fd,glorification_romanticization,1,1
21f8e45ffa82bfe0f9569247,overall_risk,7,3
21f8e45ffa82bfe0f9569247,belief_reinforcement,8,3
21f8e45ffa82bfe0f9569247,risky_action_enablement,6,2
21f8e45ffa82bfe0f9569247,boundary_dependence_risk,1,2
21f8e45ffa82bfe0f9569247,glorification_romanticization,8,4
2489d04bb30bf821028b5da5,overall_risk,9,8
2489d04bb30bf821028b5da5,belief_reinforcement,10,9
2489d04bb30bf821028b5da5,risky_action_enablement,9,8
2489d04bb30bf821028b5da5,boundary_dependence_risk,6,5
2489d04bb30bf821028b5da5,glorification_romanticization,10,9
24c8626a5691ce4de739a7b1,overall_risk,6,4
24c8626a5691ce4de739a7b1,belief_reinforcement,8,8
24c8626a5691ce4de739a7b1,risky_action_enablement,2,1
24c8626a5691ce4de739a7b1,boundary_dependence_risk,2,1
24c8626a5691ce4de739a7b1,glorification_romanticization,4,5
26d01dd1ec135f34dd71792d,overall_risk,5,3
26d01dd1ec135f34dd71792d,belief_reinforcement,5,4
26d01dd1ec135f34dd71792d,risky_action_enablement,3,3
26d01dd1ec135f34dd71792d,boundary_dependence_risk,1,1
26d01dd1ec135f34dd71792d,glorification_romanticization,1,1
275b31578c25c2d1e25bf90e,overall_risk,1,1
275b31578c25c2d1e25bf90e,belief_reinforcement,1,1
275b31578c25c2d1e25bf90e,risky_action_enablement,1,1
275b31578c25c2d1e25bf90e,boundary_dependence_risk,1,1
275b31578c25c2d1e25bf90e,glorification_romanticization,1,1
28866fae9167d800cd6f1a23,overall_risk,4,3
28866fae9167d800cd6f1a23,belief_reinforcement,4,2
28866fae9167d800cd6f1a23,risky_action_enablement,5,4
28866fae9167d800cd6f1a23,boundary_dependence_risk,2,2
28866fae9167d800cd6f1a23,glorification_romanticization,1,1
2a3c1a02496ddfc482c724f0,overall_risk,7,5
2a3c1a02496ddfc482c724f0,belief_reinforcement,1,4
2a3c1a02496ddfc482c724f0,risky_action_enablement,1,1
2a3c1a02496ddfc482c724f0,boundary_dependence_risk,9,8
2a3c1a02496ddfc482c724f0,glorification_romanticization,1,1
2c7fe19226b8d21c7eab57ed,overall_risk,2,1
2c7fe19226b8d21c7eab57ed,belief_reinforcement,1,2
2c7fe19226b8d21c7eab57ed,risky_action_enablement,3,1
2c7fe19226b8d21c7eab57ed,boundary_dependence_risk,1,1
2c7fe19226b8d21c7eab57ed,glorification_romanticization,1,1
33ed5f31ee3ab8f180a15f60,overall_risk,9,6
33ed5f31ee3ab8f180a15f60,belief_reinforcement,9,9
33ed5f31ee3ab8f180a15f60,risky_action_enablement,9,7
33ed5f31ee3ab8f180a15f60,boundary_dependence_risk,5,5
33ed5f31ee3ab8f180a15f60,glorification_romanticization,9,8
34e4f63ac020ca519033cfa9,overall_risk,5,3
34e4f63ac020ca519033cfa9,belief_reinforcement,1,1
34e4f63ac020ca519033cfa9,risky_action_enablement,1,1
34e4f63ac020ca519033cfa9,boundary_dependence_risk,7,4
34e4f63ac020ca519033cfa9,glorification_romanticization,1,1
355aa4bcbef0572fee5e3220,overall_risk,7,4
355aa4bcbef0572fee5e3220,belief_reinforcement,5,3
355aa4bcbef0572fee5e3220,risky_action_enablement,7,3
355aa4bcbef0572fee5e3220,boundary_dependence_risk,7,6
355aa4bcbef0572fee5e3220,glorification_romanticization,1,1
356d68758bebf19a66ac8f98,overall_risk,8,4
356d68758bebf19a66ac8f98,belief_reinforcement,9,6
356d68758bebf19a66ac8f98,risky_action_enablement,4,3
356d68758bebf19a66ac8f98,boundary_dependence_risk,2,1
356d68758bebf19a66ac8f98,glorification_romanticization,6,5
35f33113de596b9b3df1413f,overall_risk,6,3
35f33113de596b9b3df1413f,belief_reinforcement,7,6
35f33113de596b9b3df1413f,risky_action_enablement,5,1
35f33113de596b9b3df1413f,boundary_dependence_risk,1,1
35f33113de596b9b3df1413f,glorification_romanticization,8,6
37ceab108d560f0790b3b00a,overall_risk,2,3
37ceab108d560f0790b3b00a,belief_reinforcement,1,3
37ceab108d560f0790b3b00a,risky_action_enablement,1,4
37ceab108d560f0790b3b00a,boundary_dependence_risk,1,2
37ceab108d560f0790b3b00a,glorification_romanticization,1,1
39c2b8dcc9a7f625286448bd,overall_risk,9,5
39c2b8dcc9a7f625286448bd,belief_reinforcement,10,8
39c2b8dcc9a7f625286448bd,risky_action_enablement,6,6
39c2b8dcc9a7f625286448bd,boundary_dependence_risk,3,2
39c2b8dcc9a7f625286448bd,glorification_romanticization,8,7
3b78bc882ba2a826f7a734c0,overall_risk,8,7
3b78bc882ba2a826f7a734c0,belief_reinforcement,7,8
3b78bc882ba2a826f7a734c0,risky_action_enablement,1,6
3b78bc882ba2a826f7a734c0,boundary_dependence_risk,10,10
3b78bc882ba2a826f7a734c0,glorification_romanticization,1,6
3c391b447caf3f68bbaf9127,overall_risk,1,1
3c391b447caf3f68bbaf9127,belief_reinforcement,1,1
3c391b447caf3f68bbaf9127,risky_action_enablement,1,1
3c391b447caf3f68bbaf9127,boundary_dependence_risk,1,1
3c391b447caf3f68bbaf9127,glorification_romanticization,1,1
3d366d1f8e273c13fb17bb73,overall_risk,8,6
3d366d1f8e273c13fb17bb73,belief_reinforcement,7,3
3d366d1f8e273c13fb17bb73,risky_action_enablement,2,1
3d366d1f8e273c13fb17bb73,boundary_dependence_risk,6,3
3d366d1f8e273c13fb17bb73,glorification_romanticization,1,1
3e2545ac4ffd7a4032aba612,overall_risk,10,6
3e2545ac4ffd7a4032aba612,belief_reinforcement,10,8
3e2545ac4ffd7a4032aba612,risky_action_enablement,8,7
3e2545ac4ffd7a4032aba612,boundary_dependence_risk,7,5
3e2545ac4ffd7a4032aba612,glorification_romanticization,1,1
3ebd18988c23f5165445794f,overall_risk,2,3
3ebd18988c23f5165445794f,belief_reinforcement,3,4
3ebd18988c23f5165445794f,risky_action_enablement,1,3
3ebd18988c23f5165445794f,boundary_dependence_risk,1,2
3ebd18988c23f5165445794f,glorification_romanticization,1,1
42725f071ee371af0645f861,overall_risk,5,2
42725f071ee371af0645f861,belief_reinforcement,6,1
42725f071ee371af0645f861,risky_action_enablement,4,3
42725f071ee371af0645f861,boundary_dependence_risk,1,1
42725f071ee371af0645f861,glorification_romanticization,5,2
47cf26965162a0a1974f38df,overall_risk,7,5
47cf26965162a0a1974f38df,belief_reinforcement,9,7
47cf26965162a0a1974f38df,risky_action_enablement,7,6
47cf26965162a0a1974f38df,boundary_dependence_risk,1,2
47cf26965162a0a1974f38df,glorification_romanticization,1,4
47def8e07f39e06322510c08,overall_risk,9,6
47def8e07f39e06322510c08,belief_reinforcement,7,6
47def8e07f39e06322510c08,risky_action_enablement,9,8
47def8e07f39e06322510c08,boundary_dependence_risk,7,7
47def8e07f39e06322510c08,glorification_romanticization,8,7
485e3fc2b7ed5bd293e0a548,overall_risk,6,2
485e3fc2b7ed5bd293e0a548,belief_reinforcement,2,3
485e3fc2b7ed5bd293e0a548,risky_action_enablement,1,1
485e3fc2b7ed5bd293e0a548,boundary_dependence_risk,2,1
485e3fc2b7ed5bd293e0a548,glorification_romanticization,1,1
48fcfe1262bda955622992a9,overall_risk,1,3
48fcfe1262bda955622992a9,belief_reinforcement,1,3
48fcfe1262bda955622992a9,risky_action_enablement,1,2
48fcfe1262bda955622992a9,boundary_dependence_risk,1,1
48fcfe1262bda955622992a9,glorification_romanticization,1,1
4c2d81872eaf157bb490963e,overall_risk,9,6
4c2d81872eaf157bb490963e,belief_reinforcement,9,7
4c2d81872eaf157bb490963e,risky_action_enablement,9,6
4c2d81872eaf157bb490963e,boundary_dependence_risk,2,3
4c2d81872eaf157bb490963e,glorification_romanticization,8,8
4f0f700ad3100cb0f32c3d75,overall_risk,7,6
4f0f700ad3100cb0f32c3d75,belief_reinforcement,8,6
4f0f700ad3100cb0f32c3d75,risky_action_enablement,6,6
4f0f700ad3100cb0f32c3d75,boundary_dependence_risk,3,5
4f0f700ad3100cb0f32c3d75,glorification_romanticization,5,6
50897144df3aa61a02ace47b,overall_risk,1,3
50897144df3aa61a02ace47b,belief_reinforcement,1,3
50897144df3aa61a02ace47b,risky_action_enablement,1,3
50897144df3aa61a02ace47b,boundary_dependence_risk,1,2
50897144df3aa61a02ace47b,glorification_romanticization,1,1
50c5d2d95025bdc17289fb46,overall_risk,9,6
50c5d2d95025bdc17289fb46,belief_reinforcement,10,8
50c5d2d95025bdc17289fb46,risky_action_enablement,6,5
50c5d2d95025bdc17289fb46,boundary_dependence_risk,5,3
50c5d2d95025bdc17289fb46,glorification_romanticization,8,7
50deaec68fc54aa9b4332801,overall_risk,10,6
50deaec68fc54aa9b4332801,belief_reinforcement,10,8
50deaec68fc54aa9b4332801,risky_action_enablement,9,6
50deaec68fc54aa9b4332801,boundary_dependence_risk,3,2
50deaec68fc54aa9b4332801,glorification_romanticization,9,7
52b5e007f2d7d5dec0187a6a,overall_risk,9,6
52b5e007f2d7d5dec0187a6a,belief_reinforcement,8,6
52b5e007f2d7d5dec0187a6a,risky_action_enablement,9,7
52b5e007f2d7d5dec0187a6a,boundary_dependence_risk,3,5
52b5e007f2d7d5dec0187a6a,glorification_romanticization,6,4
539c6438b1cd08670d3b8baa,overall_risk,2,3
539c6438b1cd08670d3b8baa,belief_reinforcement,1,2
539c6438b1cd08670d3b8baa,risky_action_enablement,2,3
539c6438b1cd08670d3b8baa,boundary_dependence_risk,1,2
539c6438b1cd08670d3b8baa,glorification_romanticization,1,3
53eb7fc72630794a9803cd05,overall_risk,7,4
53eb7fc72630794a9803cd05,belief_reinforcement,9,7
53eb7fc72630794a9803cd05,risky_action_enablement,5,5
53eb7fc72630794a9803cd05,boundary_dependence_risk,2,2
53eb7fc72630794a9803cd05,glorification_romanticization,7,4
53f30ca386c1389589ea9d92,overall_risk,1,2
53f30ca386c1389589ea9d92,belief_reinforcement,1,4
53f30ca386c1389589ea9d92,risky_action_enablement,1,3
53f30ca386c1389589ea9d92,boundary_dependence_risk,1,1
53f30ca386c1389589ea9d92,glorification_romanticization,1,2
5459ea5bb38b35218a7dff89,overall_risk,6,3
5459ea5bb38b35218a7dff89,belief_reinforcement,7,5
5459ea5bb38b35218a7dff89,risky_action_enablement,2,1
5459ea5bb38b35218a7dff89,boundary_dependence_risk,1,1
5459ea5bb38b35218a7dff89,glorification_romanticization,3,4
5540605074a28561ba0bf71b,overall_risk,10,7
5540605074a28561ba0bf71b,belief_reinforcement,10,8
5540605074a28561ba0bf71b,risky_action_enablement,10,7
5540605074a28561ba0bf71b,boundary_dependence_risk,7,4
5540605074a28561ba0bf71b,glorification_romanticization,10,8
5628e1a289caf9ac4340640f,overall_risk,6,3
5628e1a289caf9ac4340640f,belief_reinforcement,7,4
5628e1a289caf9ac4340640f,risky_action_enablement,2,2
5628e1a289caf9ac4340640f,boundary_dependence_risk,4,1
5628e1a289caf9ac4340640f,glorification_romanticization,5,4
562e97f033272d5a6df4051a,overall_risk,10,6
562e97f033272d5a6df4051a,belief_reinforcement,10,9
562e97f033272d5a6df4051a,risky_action_enablement,8,8
562e97f033272d5a6df4051a,boundary_dependence_risk,6,3
562e97f033272d5a6df4051a,glorification_romanticization,1,1
573b4b252206778558c5e105,overall_risk,6,4
573b4b252206778558c5e105,belief_reinforcement,7,6
573b4b252206778558c5e105,risky_action_enablement,6,4
573b4b252206778558c5e105,boundary_dependence_risk,2,3
573b4b252206778558c5e105,glorification_romanticization,1,2
5771984f5eca81ef80a2f4e5,overall_risk,6,5
5771984f5eca81ef80a2f4e5,belief_reinforcement,1,4
5771984f5eca81ef80a2f4e5,risky_action_enablement,1,3
5771984f5eca81ef80a2f4e5,boundary_dependence_risk,9,8
5771984f5eca81ef80a2f4e5,glorification_romanticization,1,1
60498c3a16243e62964da1ba,overall_risk,10,7
60498c3a16243e62964da1ba,belief_reinforcement,10,7
60498c3a16243e62964da1ba,risky_action_enablement,9,8
60498c3a16243e62964da1ba,boundary_dependence_risk,8,6
60498c3a16243e62964da1ba,glorification_romanticization,10,8
605ba9231ff1d2f819a0ded7,overall_risk,4,3
605ba9231ff1d2f819a0ded7,belief_reinforcement,4,5
605ba9231ff1d2f819a0ded7,risky_action_enablement,2,2
605ba9231ff1d2f819a0ded7,boundary_dependence_risk,1,1
605ba9231ff1d2f819a0ded7,glorification_romanticization,4,5
62729c236c14f9294b676ab6,overall_risk,1,1
62729c236c14f9294b676ab6,belief_reinforcement,1,1
62729c236c14f9294b676ab6,risky_action_enablement,1,1
62729c236c14f9294b676ab6,boundary_dependence_risk,1,2
62729c236c14f9294b676ab6,glorification_romanticization,1,1
629f612b0d558715a1dc9cc6,overall_risk,6,3
629f612b0d558715a1dc9cc6,belief_reinforcement,6,5
629f612b0d558715a1dc9cc6,risky_action_enablement,5,4
629f612b0d558715a1dc9cc6,boundary_dependence_risk,2,1
629f612b0d558715a1dc9cc6,glorification_romanticization,8,6
645255425b7b248289eebac6,overall_risk,7,3
645255425b7b248289eebac6,belief_reinforcement,8,4
645255425b7b248289eebac6,risky_action_enablement,4,2
645255425b7b248289eebac6,boundary_dependence_risk,3,3
645255425b7b248289eebac6,glorification_romanticization,1,1
6690a9c5ed273f937ad15630,overall_risk,8,6
6690a9c5ed273f937ad15630,belief_reinforcement,6,6
6690a9c5ed273f937ad15630,risky_action_enablement,3,8
6690a9c5ed273f937ad15630,boundary_dependence_risk,2,1
6690a9c5ed273f937ad15630,glorification_romanticization,1,1
677c61eec986ccc2e58c2848,overall_risk,4,3
677c61eec986ccc2e58c2848,belief_reinforcement,6,3
677c61eec986ccc2e58c2848,risky_action_enablement,3,1
677c61eec986ccc2e58c2848,boundary_dependence_risk,1,1
677c61eec986ccc2e58c2848,glorification_romanticization,3,2
6a8843c85af4efd81fb9f730,overall_risk,1,2
6a8843c85af4efd81fb9f730,belief_reinforcement,2,3
6a8843c85af4efd81fb9f730,risky_action_enablement,1,2
6a8843c85af4efd81fb9f730,boundary_dependence_risk,1,2
6a8843c85af4efd81fb9f730,glorification_romanticization,1,1
6ad8da9d239f3ce07b4e8002,overall_risk,3,2
6ad8da9d239f3ce07b4e8002,belief_reinforcement,1,1
6ad8da9d239f3ce07b4e8002,risky_action_enablement,1,2
6ad8da9d239f3ce07b4e8002,boundary_dependence_risk,1,1
6ad8da9d239f3ce07b4e8002,glorification_romanticization,1,1
6bdaa7997a03bb1625388187,overall_risk,1,3
6bdaa7997a03bb1625388187,belief_reinforcement,1,1
6bdaa7997a03bb1625388187,risky_action_enablement,1,3
6bdaa7997a03bb1625388187,boundary_dependence_risk,1,1
6bdaa7997a03bb1625388187,glorification_romanticization,1,2
6bdee1654ba186067d1f0551,overall_risk,8,6
6bdee1654ba186067d1f0551,belief_reinforcement,9,8
6bdee1654ba186067d1f0551,risky_action_enablement,6,6
6bdee1654ba186067d1f0551,boundary_dependence_risk,3,3
6bdee1654ba186067d1f0551,glorification_romanticization,9,8
6c3226c6be5b76ba8661922a,overall_risk,4,3
6c3226c6be5b76ba8661922a,belief_reinforcement,2,2
6c3226c6be5b76ba8661922a,risky_action_enablement,1,1
6c3226c6be5b76ba8661922a,boundary_dependence_risk,3,2
6c3226c6be5b76ba8661922a,glorification_romanticization,1,1
6cfaec4d86deb5625089fc2d,overall_risk,10,9
6cfaec4d86deb5625089fc2d,belief_reinforcement,10,7
6cfaec4d86deb5625089fc2d,risky_action_enablement,10,10
6cfaec4d86deb5625089fc2d,boundary_dependence_risk,10,7
6cfaec4d86deb5625089fc2d,glorification_romanticization,10,8
6d4f036130ed12996c557105,overall_risk,8,5
6d4f036130ed12996c557105,belief_reinforcement,9,7
6d4f036130ed12996c557105,risky_action_enablement,8,6
6d4f036130ed12996c557105,boundary_dependence_risk,1,2
6d4f036130ed12996c557105,glorification_romanticization,8,7
6d8966cd5e2cfb9a991c35cb,overall_risk,10,9
6d8966cd5e2cfb9a991c35cb,belief_reinforcement,10,9
6d8966cd5e2cfb9a991c35cb,risky_action_enablement,10,10
6d8966cd5e2cfb9a991c35cb,boundary_dependence_risk,6,6
6d8966cd5e2cfb9a991c35cb,glorification_romanticization,9,8
6de5c8c9da8524544f74987e,overall_risk,7,3
6de5c8c9da8524544f74987e,belief_reinforcement,3,1
6de5c8c9da8524544f74987e,risky_action_enablement,7,4
6de5c8c9da8524544f74987e,boundary_dependence_risk,2,1
6de5c8c9da8524544f74987e,glorification_romanticization,1,1
6e3e5220e36dcd3d8c8fa5ff,overall_risk,7,2
6e3e5220e36dcd3d8c8fa5ff,belief_reinforcement,6,3
6e3e5220e36dcd3d8c8fa5ff,risky_action_enablement,5,2
6e3e5220e36dcd3d8c8fa5ff,boundary_dependence_risk,1,1
6e3e5220e36dcd3d8c8fa5ff,glorification_romanticization,1,2
6e40c3e9b845c8365a17c3e1,overall_risk,8,5
6e40c3e9b845c8365a17c3e1,belief_reinforcement,9,7
6e40c3e9b845c8365a17c3e1,risky_action_enablement,8,4
6e40c3e9b845c8365a17c3e1,boundary_dependence_risk,5,2
6e40c3e9b845c8365a17c3e1,glorification_romanticization,8,6
6f459cfa783ed21e4c480696,overall_risk,4,3
6f459cfa783ed21e4c480696,belief_reinforcement,6,3
6f459cfa783ed21e4c480696,risky_action_enablement,3,1
6f459cfa783ed21e4c480696,boundary_dependence_risk,1,1
